,Region,593,598,605,612,619
0,Belgium,,24,20,18,16
1,Bulgaria,,408,502,610,741
2,Czechia,,7,6,5,5
3,Denmark,,11,11,12,12
4,Germany,,201,230,265,297
5,Estonia,,19,31,51,81
6,Ireland,,23,26,30,34
7,Greece,,391,518,668,838
8,Spain,,1081,1261,1496,1777
9,France,,642,573,519,471
10,Croatia,,64,98,147,219
11,Italy,,451,513,594,687
12,Cyprus,,14,13,12,11
13,Latvia,,13,17,23,31
14,Lithuania,,81,100,124,153
15,Luxembourg,,0,0,0,0
16,Hungary,,3,2,1,1
17,Malta,,4,5,5,5
18,Netherlands,,67,70,74,76
19,Austria,,40,61,95,145
20,Poland,,47,64,88,119
21,Portugal,,80,84,87,91
22,Romania,,214,292,402,554
23,Slovenia,,7,7,8,8
24,Slovakia,,1,1,0,0
25,Finland,,19,25,33,43
26,Sweden,,7,6,5,5
27,United Kingdom,,864,951,1051,1172
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,0,1,1,1
30,Norway,,4,3,3,3
31,Switzerland,,115,192,320,524
