,State,459,465
0,Washington,NaN,63
1,Illinois,NaN,176
2,California,NaN,380
3,Arizona,NaN,96
4,Massachusetts,NaN,66
5,Wisconsin,NaN,78
6,Texas,NaN,309
7,Nebraska,NaN,71
8,Utah,NaN,15
9,Oregon,NaN,34
10,Florida,NaN,449
11,New York,NaN,386
12,Rhode Island,NaN,23
13,Georgia,NaN,152
14,New Hampshire,NaN,16
15,North Carolina,NaN,109
16,New Jersey,NaN,242
17,Colorado,NaN,67
18,Maryland,NaN,109
19,Nevada,NaN,50
20,Tennessee,NaN,158
21,Hawaii,NaN,2
22,Indiana,NaN,42
23,Kentucky,NaN,139
24,Minnesota,NaN,62
25,Oklahoma,NaN,0
26,Pennsylvania,NaN,363
27,South Carolina,NaN,86
28,District of Columbia,NaN,0
29,Kansas,NaN,9
30,Missouri,NaN,67
31,Vermont,NaN,0
32,Virginia,NaN,113
33,Connecticut,NaN,78
34,Iowa,NaN,64
35,Louisiana,NaN,43
36,Ohio,NaN,83
37,Michigan,NaN,515
38,South Dakota,NaN,10
39,Arkansas,NaN,16
40,Delaware,NaN,10
41,Mississippi,NaN,51
42,New Mexico,NaN,19
43,North Dakota,NaN,9
44,Wyoming,NaN,1
45,Alaska,NaN,4
46,Maine,NaN,11
47,Alabama,NaN,89
48,Idaho,NaN,9
49,Montana,NaN,31
50,Puerto Rico,NaN,108
51,Virgin Islands,NaN,0
52,Guam,NaN,0
53,West Virginia,NaN,42
54,Northern Mariana Islands,NaN,0
55,American Samoa,NaN,0
