,State,571,577
0,Washington,6239,93
1,Illinois,26027,125
2,California,64665,380
3,Arizona,18464,97
4,Massachusetts,18142,41
5,Wisconsin,8322,41
6,Texas,54330,802
7,Nebraska,2285,13
8,Utah,2525,24
9,Oregon,2935,61
10,Florida,40766,1380
11,New York,54090,183
12,Rhode Island,2744,0
13,Georgia,21978,217
14,New Hampshire,1395,10
15,North Carolina,13826,95
16,New Jersey,26695,56
17,Colorado,7032,63
18,Maryland,9891,48
19,Nevada,6160,191
20,Tennessee,12934,125
21,Hawaii,552,6
22,Indiana,14128,77
23,Kentucky,7426,59
24,Minnesota,7822,46
25,Oklahoma,7594,60
26,Pennsylvania,27966,89
27,South Carolina,10039,142
28,District of Columbia,1150,2
29,Kansas,5391,208
30,Missouri,10478,115
31,Vermont,264,10
32,Virginia,11599,67
33,Connecticut,8307,10
34,Iowa,6210,27
35,Louisiana,11519,373
36,Ohio,20614,59
37,Michigan,21284,82
38,South Dakota,2054,1
39,Arkansas,6467,258
40,Delaware,1838,23
41,Mississippi,7761,171
42,New Mexico,4446,22
43,North Dakota,1576,2
44,Wyoming,793,0
45,Alaska,403,7
46,Maine,904,1
47,Alabama,11798,230
48,Idaho,2245,27
49,Montana,1730,3
50,Puerto Rico,2667,61
51,Virgin Islands,41,1
52,Guam,143,0
53,West Virginia,2976,3
54,Northern Mariana Islands,2,0
55,American Samoa,0,0
