,State,473,479
0,Washington,NaN,63
1,Illinois,NaN,195
2,California,NaN,391
3,Arizona,NaN,88
4,Massachusetts,NaN,39
5,Wisconsin,NaN,115
6,Texas,NaN,339
7,Nebraska,NaN,13
8,Utah,NaN,27
9,Oregon,NaN,45
10,Florida,NaN,531
11,New York,NaN,285
12,Rhode Island,NaN,29
13,Georgia,NaN,200
14,New Hampshire,NaN,6
15,North Carolina,NaN,122
16,New Jersey,NaN,210
17,Colorado,NaN,31
18,Maryland,NaN,68
19,Nevada,NaN,16
20,Tennessee,NaN,54
21,Hawaii,NaN,4
22,Indiana,NaN,65
23,Kentucky,NaN,56
24,Minnesota,NaN,85
25,Oklahoma,NaN,15
26,Pennsylvania,NaN,288
27,South Carolina,NaN,104
28,District of Columbia,NaN,5
29,Kansas,NaN,43
30,Missouri,NaN,77
31,Vermont,NaN,0
32,Virginia,NaN,118
33,Connecticut,NaN,36
34,Iowa,NaN,45
35,Louisiana,NaN,63
36,Ohio,NaN,205
37,Michigan,NaN,494
38,South Dakota,NaN,12
39,Arkansas,NaN,27
40,Delaware,NaN,1
41,Mississippi,NaN,48
42,New Mexico,NaN,31
43,North Dakota,NaN,5
44,Wyoming,NaN,3
45,Alaska,NaN,2
46,Maine,NaN,2
47,Alabama,NaN,92
48,Idaho,NaN,22
49,Montana,NaN,13
50,Puerto Rico,NaN,74
51,Virgin Islands,NaN,0
52,Guam,NaN,1
53,West Virginia,NaN,49
54,Northern Mariana Islands,NaN,0
55,American Samoa,NaN,0
