,State,543,549
0,Washington,NaN,36
1,Illinois,NaN,65
2,California,NaN,120
3,Arizona,NaN,98
4,Massachusetts,NaN,4
5,Wisconsin,NaN,20
6,Texas,NaN,155
7,Nebraska,NaN,18
8,Utah,NaN,28
9,Oregon,NaN,31
10,Florida,NaN,282
11,New York,NaN,23
12,Rhode Island,NaN,5
13,Georgia,NaN,35
14,New Hampshire,NaN,2
15,North Carolina,NaN,43
16,New Jersey,NaN,29
17,Colorado,NaN,52
18,Maryland,NaN,20
19,Nevada,NaN,54
20,Tennessee,NaN,52
21,Hawaii,NaN,2
22,Indiana,NaN,17
23,Kentucky,NaN,32
24,Minnesota,NaN,11
25,Oklahoma,NaN,0
26,Pennsylvania,NaN,41
27,South Carolina,NaN,27
28,District of Columbia,NaN,3
29,Kansas,NaN,30
30,Missouri,NaN,88
31,Vermont,NaN,0
32,Virginia,NaN,30
33,Connecticut,NaN,2
34,Iowa,NaN,3
35,Louisiana,NaN,43
36,Ohio,NaN,60
37,Michigan,NaN,31
38,South Dakota,NaN,1
39,Arkansas,NaN,40
40,Delaware,NaN,1
41,Mississippi,NaN,27
42,New Mexico,NaN,39
43,North Dakota,NaN,7
44,Wyoming,NaN,1
45,Alaska,NaN,0
46,Maine,NaN,16
47,Alabama,NaN,43
48,Idaho,NaN,1
49,Montana,NaN,26
50,Puerto Rico,NaN,8
51,Virgin Islands,NaN,0
52,Guam,NaN,0
53,West Virginia,NaN,15
54,Northern Mariana Islands,NaN,0
55,American Samoa,NaN,0
