,State,585,591
0,Washington,NaN,221
1,Illinois,NaN,162
2,California,NaN,639
3,Arizona,NaN,263
4,Massachusetts,NaN,54
5,Wisconsin,NaN,106
6,Texas,NaN,1647
7,Nebraska,NaN,27
8,Utah,NaN,54
9,Oregon,NaN,122
10,Florida,NaN,1960
11,New York,NaN,245
12,Rhode Island,NaN,13
13,Georgia,NaN,457
14,New Hampshire,NaN,23
15,North Carolina,NaN,310
16,New Jersey,NaN,98
17,Colorado,NaN,57
18,Maryland,NaN,68
19,Nevada,NaN,142
20,Tennessee,NaN,259
21,Hawaii,NaN,25
22,Indiana,NaN,198
23,Kentucky,NaN,189
24,Minnesota,NaN,43
25,Oklahoma,NaN,177
26,Pennsylvania,NaN,155
27,South Carolina,NaN,299
28,District of Columbia,NaN,8
29,Kansas,NaN,57
30,Missouri,NaN,264
31,Vermont,NaN,8
32,Virginia,NaN,150
33,Connecticut,NaN,50
34,Iowa,NaN,68
35,Louisiana,NaN,489
36,Ohio,NaN,114
37,Michigan,NaN,148
38,South Dakota,NaN,6
39,Arkansas,NaN,206
40,Delaware,NaN,26
41,Mississippi,NaN,299
42,New Mexico,NaN,41
43,North Dakota,NaN,8
44,Wyoming,NaN,49
45,Alaska,NaN,42
46,Maine,NaN,5
47,Alabama,NaN,148
48,Idaho,NaN,72
49,Montana,NaN,22
50,Puerto Rico,NaN,118
51,Virgin Islands,NaN,13
52,Guam,NaN,0
53,West Virginia,NaN,80
54,Northern Mariana Islands,NaN,0
55,American Samoa,NaN,0
