,State,417,423
0,Washington,5123,74
1,Illinois,23207,114
2,California,56573,1307
3,Arizona,16553,99
4,Massachusetts,16645,180
5,Wisconsin,7176,70
6,Texas,46423,732
7,Nebraska,2127,42
8,Utah,2027,43
9,Oregon,2322,50
10,Florida,32255,448
11,New York,48953,496
12,Rhode Island,2567,20
13,Georgia,18215,160
14,New Hampshire,1199,24
15,North Carolina,11691,101
16,New Jersey,23903,309
17,Colorado,6038,25
18,Maryland,8048,86
19,Nevada,5118,62
20,Tennessee,11639,64
21,Hawaii,450,6
22,Indiana,12856,78
23,Kentucky,4982,172
24,Minnesota,6814,106
25,Oklahoma,4701,45
26,Pennsylvania,24510,144
27,South Carolina,8875,118
28,District of Columbia,1041,6
29,Kansas,4778,15
30,Missouri,8660,122
31,Vermont,214,5
32,Virginia,10019,258
33,Connecticut,7765,28
34,Iowa,5641,72
35,Louisiana,9884,127
36,Ohio,17870,525
37,Michigan,16769,68
38,South Dakota,1912,4
39,Arkansas,5474,227
40,Delaware,1507,82
41,Mississippi,6901,62
42,New Mexico,3852,9
43,North Dakota,1488,11
44,Wyoming,691,0
45,Alaska,306,0
46,Maine,724,35
47,Alabama,10327,179
48,Idaho,1910,58
49,Montana,1392,18
50,Puerto Rico,2080,18
51,Virgin Islands,25,0
52,Guam,133,0
53,West Virginia,2530,63
54,Northern Mariana Islands,2,0
55,American Samoa,0,0
