,State,529,535
0,Washington,NaN,24
1,Illinois,NaN,19
2,California,NaN,252
3,Arizona,NaN,42
4,Massachusetts,NaN,3
5,Wisconsin,NaN,8
6,Texas,NaN,195
7,Nebraska,NaN,0
8,Utah,NaN,37
9,Oregon,NaN,21
10,Florida,NaN,215
11,New York,NaN,38
12,Rhode Island,NaN,4
13,Georgia,NaN,48
14,New Hampshire,NaN,0
15,North Carolina,NaN,2
16,New Jersey,NaN,25
17,Colorado,NaN,46
18,Maryland,NaN,0
19,Nevada,NaN,31
20,Tennessee,NaN,23
21,Hawaii,NaN,3
22,Indiana,NaN,79
23,Kentucky,NaN,23
24,Minnesota,NaN,32
25,Oklahoma,NaN,0
26,Pennsylvania,NaN,61
27,South Carolina,NaN,32
28,District of Columbia,NaN,0
29,Kansas,NaN,19
30,Missouri,NaN,101
31,Vermont,NaN,1
32,Virginia,NaN,44
33,Connecticut,NaN,2
34,Iowa,NaN,25
35,Louisiana,NaN,33
36,Ohio,NaN,18
37,Michigan,NaN,44
38,South Dakota,NaN,5
39,Arkansas,NaN,21
40,Delaware,NaN,13
41,Mississippi,NaN,21
42,New Mexico,NaN,6
43,North Dakota,NaN,0
44,Wyoming,NaN,0
45,Alaska,NaN,2
46,Maine,NaN,0
47,Alabama,NaN,12
48,Idaho,NaN,17
49,Montana,NaN,0
50,Puerto Rico,NaN,6
51,Virgin Islands,NaN,0
52,Guam,NaN,0
53,West Virginia,NaN,33
54,Northern Mariana Islands,NaN,0
55,American Samoa,NaN,0
