,State,508,514
0,Washington,NaN,59
1,Illinois,NaN,161
2,California,NaN,187
3,Arizona,NaN,90
4,Massachusetts,NaN,23
5,Wisconsin,NaN,33
6,Texas,NaN,176
7,Nebraska,NaN,5
8,Utah,NaN,10
9,Oregon,NaN,46
10,Florida,NaN,297
11,New York,NaN,102
12,Rhode Island,NaN,4
13,Georgia,NaN,191
14,New Hampshire,NaN,3
15,North Carolina,NaN,115
16,New Jersey,NaN,31
17,Colorado,NaN,91
18,Maryland,NaN,86
19,Nevada,NaN,31
20,Tennessee,NaN,0
21,Hawaii,NaN,6
22,Indiana,NaN,50
23,Kentucky,NaN,225
24,Minnesota,NaN,49
25,Oklahoma,NaN,0
26,Pennsylvania,NaN,95
27,South Carolina,NaN,54
28,District of Columbia,NaN,0
29,Kansas,NaN,29
30,Missouri,NaN,60
31,Vermont,NaN,1
32,Virginia,NaN,90
33,Connecticut,NaN,17
34,Iowa,NaN,35
35,Louisiana,NaN,21
36,Ohio,NaN,169
37,Michigan,NaN,116
38,South Dakota,NaN,1
39,Arkansas,NaN,14
40,Delaware,NaN,0
41,Mississippi,NaN,26
42,New Mexico,NaN,41
43,North Dakota,NaN,8
44,Wyoming,NaN,2
45,Alaska,NaN,2
46,Maine,NaN,12
47,Alabama,NaN,112
48,Idaho,NaN,33
49,Montana,NaN,7
50,Puerto Rico,NaN,4
51,Virgin Islands,NaN,0
52,Guam,NaN,0
53,West Virginia,NaN,24
54,Northern Mariana Islands,NaN,0
55,American Samoa,NaN,0
