,State,431,437
0,Washington,5218,33
1,Illinois,23521,170
2,California,58949,2057
3,Arizona,16918,163
4,Massachusetts,17115,304
5,Wisconsin,7274,5
6,Texas,48093,496
7,Nebraska,2175,40
8,Utah,2114,82
9,Oregon,2375,7
10,Florida,33178,294
11,New York,50017,208
12,Rhode Island,2608,4
13,Georgia,18926,489
14,New Hampshire,1237,6
15,North Carolina,12028,136
16,New Jersey,24389,231
17,Colorado,6092,21
18,Maryland,8251,79
19,Nevada,5236,65
20,Tennessee,11816,59
21,Hawaii,462,14
22,Indiana,13023,76
23,Kentucky,6031,401
24,Minnesota,6908,90
25,Oklahoma,4850,18
26,Pennsylvania,24971,284
27,South Carolina,9122,149
28,District of Columbia,1056,5
29,Kansas,4848,23
30,Missouri,8796,164
31,Vermont,225,6
32,Virginia,10198,0
33,Connecticut,7865,6
34,Iowa,5725,36
35,Louisiana,10087,87
36,Ohio,18609,199
37,Michigan,17047,170
38,South Dakota,1933,3
39,Arkansas,5595,32
40,Delaware,1544,15
41,Mississippi,7001,43
42,New Mexico,3925,47
43,North Dakota,1498,7
44,Wyoming,695,1
45,Alaska,313,2
46,Maine,736,19
47,Alabama,10526,61
48,Idaho,1954,7
49,Montana,1436,20
50,Puerto Rico,2112,14
51,Virgin Islands,26,0
52,Guam,134,0
53,West Virginia,2634,70
54,Northern Mariana Islands,2,0
55,American Samoa,0,0
