,State,515,521
0,Washington,5820,59
1,Illinois,25566,103
2,California,63335,74
3,Arizona,17843,69
4,Massachusetts,17968,16
5,Wisconsin,8047,15
6,Texas,52110,173
7,Nebraska,2259,0
8,Utah,2330,1
9,Oregon,2754,26
10,Florida,37555,307
11,New York,53606,45
12,Rhode Island,2724,2
13,Georgia,21318,127
14,New Hampshire,1367,5
15,North Carolina,13340,35
16,New Jersey,26374,32
17,Colorado,6731,31
18,Maryland,9707,10
19,Nevada,5649,32
20,Tennessee,12516,16
21,Hawaii,513,10
22,Indiana,13795,44
23,Kentucky,7180,56
24,Minnesota,7638,16
25,Oklahoma,7354,18
26,Pennsylvania,27566,87
27,South Carolina,9792,57
28,District of Columbia,1141,7
29,Kansas,5129,22
30,Missouri,9648,15
31,Vermont,256,0
32,Virginia,11351,44
33,Connecticut,8270,3
34,Iowa,6114,13
35,Louisiana,10688,44
36,Ohio,20166,95
37,Michigan,20862,81
38,South Dakota,2027,0
39,Arkansas,5874,19
40,Delaware,1683,4
41,Mississippi,7371,11
42,New Mexico,4316,17
43,North Dakota,1554,3
44,Wyoming,734,1
45,Alaska,373,0
46,Maine,854,14
47,Alabama,11306,38
48,Idaho,2122,0
49,Montana,1651,8
50,Puerto Rico,2540,4
51,Virgin Islands,30,1
52,Guam,139,0
53,West Virginia,2863,14
54,Northern Mariana Islands,2,0
55,American Samoa,0,0
