,State,424,430
0,Washington,5174,35
1,Illinois,23357,94
2,California,57509,754
3,Arizona,16745,176
4,Massachusetts,16867,184
5,Wisconsin,7240,54
6,Texas,47346,713
7,Nebraska,2135,0
8,Utah,2062,40
9,Oregon,2363,57
10,Florida,32742,358
11,New York,49426,460
12,Rhode Island,2595,38
13,Georgia,18530,288
14,New Hampshire,1217,21
15,North Carolina,11820,84
16,New Jersey,24174,214
17,Colorado,6073,24
18,Maryland,8170,121
19,Nevada,5172,41
20,Tennessee,11709,65
21,Hawaii,453,0
22,Indiana,12946,34
23,Kentucky,5738,395
24,Minnesota,6850,33
25,Oklahoma,4788,21
26,Pennsylvania,24796,188
27,South Carolina,9007,62
28,District of Columbia,1050,9
29,Kansas,4798,0
30,Missouri,8718,38
31,Vermont,219,5
32,Virginia,10117,71
33,Connecticut,7832,58
34,Iowa,5675,30
35,Louisiana,9988,164
36,Ohio,18524,649
37,Michigan,16906,131
38,South Dakota,1923,8
39,Arkansas,5539,42
40,Delaware,1529,4
41,Mississippi,6956,29
42,New Mexico,3889,56
43,North Dakota,1492,2
44,Wyoming,693,0
45,Alaska,310,6
46,Maine,729,22
47,Alabama,10436,81
48,Idaho,1941,24
49,Montana,1414,35
50,Puerto Rico,2096,16
51,Virgin Islands,25,0
52,Guam,134,0
53,West Virginia,2606,97
54,Northern Mariana Islands,2,0
55,American Samoa,0,0
