,State,592,598
0,Washington,NaN,235
1,Illinois,NaN,176
2,California,NaN,781
3,Arizona,NaN,335
4,Massachusetts,NaN,68
5,Wisconsin,NaN,107
6,Texas,NaN,1981
7,Nebraska,NaN,49
8,Utah,NaN,25
9,Oregon,NaN,202
10,Florida,NaN,2974
11,New York,NaN,305
12,Rhode Island,NaN,2
13,Georgia,NaN,645
14,New Hampshire,NaN,6
15,North Carolina,NaN,526
16,New Jersey,NaN,117
17,Colorado,NaN,105
18,Maryland,NaN,85
19,Nevada,NaN,183
20,Tennessee,NaN,321
21,Hawaii,NaN,37
22,Indiana,NaN,228
23,Kentucky,NaN,197
24,Minnesota,NaN,41
25,Oklahoma,NaN,213
26,Pennsylvania,NaN,221
27,South Carolina,NaN,291
28,District of Columbia,NaN,7
29,Kansas,NaN,99
30,Missouri,NaN,209
31,Vermont,NaN,16
32,Virginia,NaN,151
33,Connecticut,NaN,77
34,Iowa,NaN,39
35,Louisiana,NaN,476
36,Ohio,NaN,246
37,Michigan,NaN,204
38,South Dakota,NaN,5
39,Arkansas,NaN,203
40,Delaware,NaN,21
41,Mississippi,NaN,350
42,New Mexico,NaN,42
43,North Dakota,NaN,3
44,Wyoming,NaN,25
45,Alaska,NaN,6
46,Maine,NaN,13
47,Alabama,NaN,206
48,Idaho,NaN,26
49,Montana,NaN,36
50,Puerto Rico,NaN,75
51,Virgin Islands,NaN,7
52,Guam,NaN,10
53,West Virginia,NaN,89
54,Northern Mariana Islands,NaN,0
55,American Samoa,NaN,0
