,State,445,451
0,Washington,5322,38
1,Illinois,23793,154
2,California,60452,646
3,Arizona,17086,79
4,Massachusetts,17387,24
5,Wisconsin,7380,52
6,Texas,49212,500
7,Nebraska,2220,48
8,Utah,2159,43
9,Oregon,2440,47
10,Florida,34021,239
11,New York,51117,467
12,Rhode Island,2638,22
13,Georgia,19488,260
14,New Hampshire,1257,12
15,North Carolina,12248,48
16,New Jersey,24870,284
17,Colorado,6157,28
18,Maryland,8455,95
19,Nevada,5332,56
20,Tennessee,12001,60
21,Hawaii,471,1
22,Indiana,13148,64
23,Kentucky,6250,74
24,Minnesota,7035,101
25,Oklahoma,6669,2453
26,Pennsylvania,25393,257
27,South Carolina,9276,70
28,District of Columbia,1081,8
29,Kansas,4895,8
30,Missouri,8885,0
31,Vermont,231,0
32,Virginia,10472,210
33,Connecticut,7944,35
34,Iowa,5857,43
35,Louisiana,10216,29
36,Ohio,18917,118
37,Michigan,17563,340
38,South Dakota,1946,0
39,Arkansas,5661,4
40,Delaware,1578,7
41,Mississippi,7096,55
42,New Mexico,3976,19
43,North Dakota,1502,10
44,Wyoming,701,0
45,Alaska,313,0
46,Maine,750,5
47,Alabama,10712,110
48,Idaho,1993,34
49,Montana,1523,80
50,Puerto Rico,2155,32
51,Virgin Islands,26,0
52,Guam,136,0
53,West Virginia,2745,88
54,Northern Mariana Islands,2,0
55,American Samoa,0,0
