,State,466,472
0,Washington,5499,56
1,Illinois,24358,257
2,California,61939,438
3,Arizona,17344,101
4,Massachusetts,17621,61
5,Wisconsin,7567,68
6,Texas,50290,355
7,Nebraska,2245,0
8,Utah,2204,41
9,Oregon,2501,32
10,Florida,35268,422
11,New York,52358,311
12,Rhode Island,2671,6
13,Georgia,20212,220
14,New Hampshire,1305,22
15,North Carolina,12651,126
16,New Jersey,25600,198
17,Colorado,6304,81
18,Maryland,8776,128
19,Nevada,5464,60
20,Tennessee,12197,25
21,Hawaii,483,3
22,Indiana,13349,96
23,Kentucky,6517,80
24,Minnesota,7253,108
25,Oklahoma,6788,26
26,Pennsylvania,26237,265
27,South Carolina,9520,83
28,District of Columbia,1106,3
29,Kansas,4983,18
30,Missouri,9148,99
31,Vermont,247,4
32,Virginia,10791,103
33,Connecticut,8097,63
34,Iowa,5959,31
35,Louisiana,10382,42
36,Ohio,19284,105
37,Michigan,18893,481
38,South Dakota,1967,7
39,Arkansas,5743,23
40,Delaware,1626,4
41,Mississippi,7199,35
42,New Mexico,4067,49
43,North Dakota,1525,7
44,Wyoming,707,1
45,Alaska,347,23
46,Maine,789,25
47,Alabama,10913,55
48,Idaho,2046,11
49,Montana,1574,3
50,Puerto Rico,2315,45
51,Virgin Islands,27,0
52,Guam,136,0
53,West Virginia,2686,31
54,Northern Mariana Islands,2,0
55,American Samoa,0,0
