,State,564,570
0,Washington,6168,75
1,Illinois,25936,73
2,California,64784,384
3,Arizona,18388,148
4,Massachusetts,18095,19
5,Wisconsin,8300,14
6,Texas,53688,454
7,Nebraska,2290,7
8,Utah,2494,60
9,Oregon,2889,40
10,Florida,39695,804
11,New York,53744,82
12,Rhode Island,2743,0
13,Georgia,21802,156
14,New Hampshire,1389,4
15,North Carolina,13736,119
16,New Jersey,26650,56
17,Colorado,6978,16
18,Maryland,9857,27
19,Nevada,6005,79
20,Tennessee,12820,123
21,Hawaii,542,4
22,Indiana,14054,53
23,Kentucky,7372,40
24,Minnesota,7787,35
25,Oklahoma,7531,71
26,Pennsylvania,27900,43
27,South Carolina,9950,45
28,District of Columbia,1149,0
29,Kansas,5305,71
30,Missouri,10275,199
31,Vermont,260,1
32,Virginia,11558,26
33,Connecticut,8296,0
34,Iowa,6193,7
35,Louisiana,11210,263
36,Ohio,20556,48
37,Michigan,21221,16
38,South Dakota,2052,1
39,Arkansas,6301,198
40,Delaware,1835,31
41,Mississippi,7621,86
42,New Mexico,4425,28
43,North Dakota,1573,3
44,Wyoming,786,4
45,Alaska,398,10
46,Maine,901,0
47,Alabama,11624,83
48,Idaho,2217,24
49,Montana,1722,14
50,Puerto Rico,2611,45
51,Virgin Islands,40,4
52,Guam,143,0
53,West Virginia,2965,17
54,Northern Mariana Islands,2,0
55,American Samoa,0,0
