,State,494,500
0,Washington,NaN,47
1,Illinois,NaN,148
2,California,NaN,366
3,Arizona,NaN,84
4,Massachusetts,NaN,58
5,Wisconsin,NaN,106
6,Texas,NaN,253
7,Nebraska,NaN,35
8,Utah,NaN,19
9,Oregon,NaN,50
10,Florida,NaN,271
11,New York,NaN,134
12,Rhode Island,NaN,1
13,Georgia,NaN,185
14,New Hampshire,NaN,5
15,North Carolina,NaN,107
16,New Jersey,NaN,83
17,Colorado,NaN,122
18,Maryland,NaN,151
19,Nevada,NaN,37
20,Tennessee,NaN,41
21,Hawaii,NaN,1
22,Indiana,NaN,51
23,Kentucky,NaN,95
24,Minnesota,NaN,49
25,Oklahoma,NaN,450
26,Pennsylvania,NaN,231
27,South Carolina,NaN,82
28,District of Columbia,NaN,2
29,Kansas,NaN,10
30,Missouri,NaN,98
31,Vermont,NaN,0
32,Virginia,NaN,71
33,Connecticut,NaN,23
34,Iowa,NaN,18
35,Louisiana,NaN,61
36,Ohio,NaN,117
37,Michigan,NaN,142
38,South Dakota,NaN,2
39,Arkansas,NaN,33
40,Delaware,NaN,0
41,Mississippi,NaN,43
42,New Mexico,NaN,108
43,North Dakota,NaN,7
44,Wyoming,NaN,0
45,Alaska,NaN,0
46,Maine,NaN,5
47,Alabama,NaN,87
48,Idaho,NaN,2
49,Montana,NaN,8
50,Puerto Rico,NaN,21
51,Virgin Islands,NaN,0
52,Guam,NaN,0
53,West Virginia,NaN,27
54,Northern Mariana Islands,NaN,0
55,American Samoa,NaN,0
