,State,340,346
0,Washington,3184,170
1,Illinois,17336,706
2,California,24282,2043
3,Arizona,8427,215
4,Massachusetts,12110,358
5,Wisconsin,5039,142
6,Texas,26966,1186
7,Nebraska,1559,98
8,Utah,1214,66
9,Oregon,1427,61
10,Florida,21212,810
11,New York,37411,1092
12,Rhode Island,1704,84
13,Georgia,10689,306
14,New Hampshire,708,50
15,North Carolina,6549,224
16,New Jersey,18630,430
17,Colorado,4610,429
18,Maryland,5712,248
19,Nevada,2950,128
20,Tennessee,6512,668
21,Hawaii,285,0
22,Indiana,7843,436
23,Kentucky,2555,161
24,Minnesota,5206,345
25,Oklahoma,2370,147
26,Pennsylvania,14969,1228
27,South Carolina,5155,253
28,District of Columbia,768,26
29,Kansas,2503,299
30,Missouri,5471,367
31,Vermont,127,6
32,Virginia,4854,106
33,Connecticut,5791,270
34,Iowa,3744,502
35,Louisiana,7291,378
36,Ohio,8509,344
37,Michigan,12690,666
38,South Dakota,1446,50
39,Arkansas,3482,308
40,Delaware,897,57
41,Mississippi,4606,115
42,New Mexico,2346,141
43,North Dakota,1266,17
44,Wyoming,373,133
45,Alaska,200,23
46,Maine,323,27
47,Alabama,4691,297
48,Idaho,1354,60
49,Montana,924,8
50,Puerto Rico,1445,107
51,Virgin Islands,23,0
52,Guam,121,3
53,West Virginia,1254,113
54,Northern Mariana Islands,2,0
55,American Samoa,0,0
