,State,557,563
0,Washington,NaN,61
1,Illinois,NaN,25
2,California,NaN,233
3,Arizona,NaN,93
4,Massachusetts,NaN,40
5,Wisconsin,NaN,95
6,Texas,NaN,304
7,Nebraska,NaN,0
8,Utah,NaN,35
9,Oregon,NaN,15
10,Florida,NaN,514
11,New York,NaN,59
12,Rhode Island,NaN,8
13,Georgia,NaN,96
14,New Hampshire,NaN,6
15,North Carolina,NaN,67
16,New Jersey,NaN,30
17,Colorado,NaN,47
18,Maryland,NaN,14
19,Nevada,NaN,104
20,Tennessee,NaN,92
21,Hawaii,NaN,11
22,Indiana,NaN,63
23,Kentucky,NaN,23
24,Minnesota,NaN,19
25,Oklahoma,NaN,16
26,Pennsylvania,NaN,20
27,South Carolina,NaN,17
28,District of Columbia,NaN,3
29,Kansas,NaN,113
30,Missouri,NaN,176
31,Vermont,NaN,2
32,Virginia,NaN,42
33,Connecticut,NaN,12
34,Iowa,NaN,11
35,Louisiana,NaN,98
36,Ohio,NaN,12
37,Michigan,NaN,44
38,South Dakota,NaN,1
39,Arkansas,NaN,139
40,Delaware,NaN,161
41,Mississippi,NaN,51
42,New Mexico,NaN,10
43,North Dakota,NaN,3
44,Wyoming,NaN,2
45,Alaska,NaN,10
46,Maine,NaN,5
47,Alabama,NaN,66
48,Idaho,NaN,12
49,Montana,NaN,4
50,Puerto Rico,NaN,22
51,Virgin Islands,NaN,2
52,Guam,NaN,0
53,West Virginia,NaN,21
54,Northern Mariana Islands,NaN,0
55,American Samoa,NaN,0
