,State,536,542
0,Washington,NaN,70
1,Illinois,NaN,46
2,California,NaN,288
3,Arizona,NaN,36
4,Massachusetts,NaN,15
5,Wisconsin,NaN,52
6,Texas,NaN,144
7,Nebraska,NaN,2
8,Utah,NaN,12
9,Oregon,NaN,10
10,Florida,NaN,133
11,New York,NaN,43
12,Rhode Island,NaN,0
13,Georgia,NaN,24
14,New Hampshire,NaN,2
15,North Carolina,NaN,55
16,New Jersey,NaN,18
17,Colorado,NaN,30
18,Maryland,NaN,8
19,Nevada,NaN,33
20,Tennessee,NaN,35
21,Hawaii,NaN,3
22,Indiana,NaN,72
23,Kentucky,NaN,25
24,Minnesota,NaN,2
25,Oklahoma,NaN,26
26,Pennsylvania,NaN,28
27,South Carolina,NaN,16
28,District of Columbia,NaN,1
29,Kansas,NaN,20
30,Missouri,NaN,54
31,Vermont,NaN,0
32,Virginia,NaN,23
33,Connecticut,NaN,0
34,Iowa,NaN,0
35,Louisiana,NaN,15
36,Ohio,NaN,27
37,Michigan,NaN,73
38,South Dakota,NaN,0
39,Arkansas,NaN,38
40,Delaware,NaN,0
41,Mississippi,NaN,22
42,New Mexico,NaN,11
43,North Dakota,NaN,6
44,Wyoming,NaN,0
45,Alaska,NaN,3
46,Maine,NaN,0
47,Alabama,NaN,42
48,Idaho,NaN,6
49,Montana,NaN,6
50,Puerto Rico,NaN,0
51,Virgin Islands,NaN,0
52,Guam,NaN,1
53,West Virginia,NaN,19
54,Northern Mariana Islands,NaN,0
55,American Samoa,NaN,0
