,State,522,528
0,Washington,5902,32
1,Illinois,25632,23
2,California,63589,329
3,Arizona,17914,52
4,Massachusetts,17988,23
5,Wisconsin,8099,51
6,Texas,52273,150
7,Nebraska,2259,3
8,Utah,2363,29
9,Oregon,2763,1
10,Florida,37772,164
11,New York,53664,60
12,Rhode Island,2728,4
13,Georgia,21393,44
14,New Hampshire,1371,3
15,North Carolina,13412,51
16,New Jersey,26437,78
17,Colorado,6777,46
18,Maryland,9737,23
19,Nevada,5667,33
20,Tennessee,12550,30
21,Hawaii,516,4
22,Indiana,13822,88
23,Kentucky,7204,19
24,Minnesota,7675,37
25,Oklahoma,7384,29
26,Pennsylvania,27651,66
27,South Carolina,9819,14
28,District of Columbia,1141,0
29,Kansas,5147,42
30,Missouri,9676,17
31,Vermont,256,0
32,Virginia,11396,51
33,Connecticut,8275,11
34,Iowa,6133,29
35,Louisiana,10723,39
36,Ohio,20281,155
37,Michigan,20959,116
38,South Dakota,2030,2
39,Arkansas,5893,19
40,Delaware,1694,19
41,Mississippi,7395,34
42,New Mexico,4335,33
43,North Dakota,1559,1
44,Wyoming,740,0
45,Alaska,374,0
46,Maine,858,3
47,Alabama,11336,21
48,Idaho,2145,21
49,Montana,1662,16
50,Puerto Rico,2547,4
51,Virgin Islands,30,0
52,Guam,139,0
53,West Virginia,2876,22
54,Northern Mariana Islands,2,0
55,American Samoa,0,0
