,Region,551,556,563,570,577
0,Belgium,,20,24,27,32
1,Bulgaria,,32,43,60,85
2,Czechia,,21,19,15,9
3,Denmark,,4,4,4,2
4,Germany,,250,352,518,735
5,Estonia,,1,2,3,5
6,Ireland,,17,26,41,60
7,Greece,,134,210,231,204
8,Spain,,213,184,136,96
9,France,,296,708,1760,4169
10,Croatia,,13,18,25,35
11,Italy,,147,283,497,814
12,Cyprus,,24,27,28,25
13,Latvia,,5,6,6,6
14,Lithuania,,13,29,65,136
15,Luxembourg,,1,1,1,1
16,Hungary,,8,8,9,10
17,Malta,,3,5,5,3
18,Netherlands,,51,62,46,20
19,Austria,,10,16,18,14
20,Poland,,40,43,52,59
21,Portugal,,89,95,97,93
22,Romania,,39,40,53,90
23,Slovenia,,3,4,4,5
24,Slovakia,,6,6,5,5
25,Finland,,5,7,9,11
26,Sweden,,9,9,8,8
27,United Kingdom,,520,588,630,628
28,Iceland,,1,8,36,76
29,Liechtenstein,,0,0,0,0
30,Norway,,2,2,2,3
31,Switzerland,,46,88,158,278
