,Region,635,640,647,654,661
0,Belgium,,92,60,58,58
1,Bulgaria,,737,964,1272,1670
2,Czechia,,51,72,96,130
3,Denmark,,16,20,25,30
4,Germany,,412,448,484,550
5,Estonia,,38,49,59,64
6,Ireland,,34,38,38,40
7,Greece,,232,251,268,286
8,Spain,,198,149,125,108
9,France,,172,157,139,124
10,Croatia,,113,127,142,157
11,Italy,,220,202,192,183
12,Cyprus,,4,3,3,3
13,Latvia,,132,200,269,332
14,Lithuania,,248,295,333,344
15,Luxembourg,,1,2,2,2
16,Hungary,,118,149,199,261
17,Malta,,1,0,0,0
18,Netherlands,,45,63,88,118
19,Austria,,70,78,91,106
20,Poland,,352,517,780,1194
21,Portugal,,43,46,50,52
22,Romania,,2600,2668,2567,2254
23,Slovenia,,35,50,80,117
24,Slovakia,,116,136,158,170
25,Finland,,19,19,18,17
26,Sweden,,30,29,28,27
27,United Kingdom,,909,1029,1133,1214
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,1,1,2
30,Norway,,8,7,7,7
31,Switzerland,,29,23,18,15
