,Region,523,528,535,542,549
0,Belgium,,21,15,10,7
1,Bulgaria,,34,26,18,14
2,Czechia,,21,17,13,12
3,Denmark,,2,1,0,0
4,Germany,,182,105,62,35
5,Estonia,,1,1,0,0
6,Ireland,,15,13,14,13
7,Greece,,66,44,30,21
8,Spain,,194,126,110,90
9,France,,128,83,58,39
10,Croatia,,17,13,10,9
11,Italy,,146,94,58,34
12,Cyprus,,NaN,NaN,NaN,NaN
13,Latvia,,13,6,2,1
14,Lithuania,,8,4,2,0
15,Luxembourg,,0,0,0,0
16,Hungary,,18,11,7,5
17,Malta,,0,0,1,1
18,Netherlands,,9,6,4,3
19,Austria,,10,8,7,6
20,Poland,,90,56,36,21
21,Portugal,,29,39,50,61
22,Romania,,226,148,93,60
23,Slovenia,,4,1,1,0
24,Slovakia,,17,13,9,8
25,Finland,,3,3,2,2
26,Sweden,,5,19,5,3
27,United Kingdom,,176,260,378,488
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,2,2,2,2
31,Switzerland,,6,3,1,1
