,Region,565,570,577,584,591
0,Belgium,,20,23,21,20
1,Bulgaria,,64,139,309,664
2,Czechia,,11,13,17,23
3,Denmark,,3,4,4,4
4,Germany,,281,418,500,570
5,Estonia,,3,5,5,5
6,Ireland,,11,14,16,16
7,Greece,,98,99,115,129
8,Spain,,342,284,203,150
9,France,,NaN,NaN,NaN,NaN
10,Croatia,,15,19,22,26
11,Italy,,172,192,202,206
12,Cyprus,,15,13,12,11
13,Latvia,,6,8,10,13
14,Lithuania,,21,32,45,58
15,Luxembourg,,1,1,1,1
16,Hungary,,6,6,4,3
17,Malta,,4,2,1,1
18,Netherlands,,24,18,15,13
19,Austria,,10,15,18,22
20,Poland,,27,36,43,46
21,Portugal,,81,73,67,60
22,Romania,,40,62,86,112
23,Slovenia,,6,5,6,6
24,Slovakia,,6,9,11,14
25,Finland,,12,12,16,22
26,Sweden,,5,6,7,10
27,United Kingdom,,461,434,388,349
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,0,0,0,0
30,Norway,,4,6,9,13
31,Switzerland,,11,14,14,12
