,Region,446,451,458,465,472
0,Belgium,,304,301,302,307
1,Bulgaria,,977,828,721,606
2,Czechia,,655,500,381,285
3,Denmark,,14,13,13,13
4,Germany,,1578,1688,1860,2046
5,Estonia,,65,49,37,28
6,Ireland,,66,58,47,37
7,Greece,,580,614,629,630
8,Spain,,NaN,NaN,NaN,NaN
9,France,,2534,2543,2469,2453
10,Croatia,,288,334,360,369
11,Italy,,2739,2289,1836,1445
12,Cyprus,,16,19,20,21
13,Latvia,,59,59,56,56
14,Lithuania,,92,108,127,147
15,Luxembourg,,13,14,15,16
16,Hungary,,1431,1074,743,482
17,Malta,,5,4,5,6
18,Netherlands,,170,168,166,158
19,Austria,,218,200,169,136
20,Poland,,3500,3040,2333,1747
21,Portugal,,44,58,76,111
22,Romania,,976,812,640,479
23,Slovenia,,62,65,67,68
24,Slovakia,,422,339,284,233
25,Finland,,19,15,11,8
26,Sweden,,115,126,126,132
27,United Kingdom,,195,132,88,55
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,1,1,2
30,Norway,,12,9,8,6
31,Switzerland,,91,108,121,138
