,Region,537,542,549,556,563
0,Belgium,,23,27,28,28
1,Bulgaria,,31,26,22,18
2,Czechia,,21,33,55,89
3,Denmark,,4,8,15,33
4,Germany,,183,195,228,264
5,Estonia,,1,1,3,5
6,Ireland,,11,14,17,21
7,Greece,,80,206,594,1580
8,Spain,,95,102,210,413
9,France,,222,298,434,678
10,Croatia,,13,14,14,16
11,Italy,,125,186,376,754
12,Cyprus,,9,20,34,38
13,Latvia,,7,5,4,3
14,Lithuania,,6,14,43,150
15,Luxembourg,,2,5,12,19
16,Hungary,,9,5,3,2
17,Malta,,1,13,76,134
18,Netherlands,,36,364,1056,943
19,Austria,,11,21,56,162
20,Poland,,47,36,30,26
21,Portugal,,53,72,99,122
22,Romania,,116,82,70,66
23,Slovenia,,3,23,171,449
24,Slovakia,,6,6,5,4
25,Finland,,5,8,12,18
26,Sweden,,16,10,7,5
27,United Kingdom,,321,461,654,853
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,1,1
30,Norway,,2,2,2,2
31,Switzerland,,8,8,8,8
