,Region,677,682,689,696,703
0,Belgium,,NaN,NaN,NaN,NaN
1,Bulgaria,,627,559,497,458
2,Czechia,,NaN,NaN,NaN,NaN
3,Denmark,,73,79,80,71
4,Germany,,2392,3046,4022,4378
5,Estonia,,40,33,29,26
6,Ireland,,78,87,90,83
7,Greece,,626,590,523,450
8,Spain,,410,491,684,896
9,France,,644,905,1284,1698
10,Croatia,,453,432,369,289
11,Italy,,680,846,1028,1196
12,Cyprus,,8,10,12,13
13,Latvia,,134,116,116,119
14,Lithuania,,153,142,139,132
15,Luxembourg,,8,9,10,12
16,Hungary,,1646,1720,1657,1426
17,Malta,,4,5,5,6
18,Netherlands,,452,567,655,624
19,Austria,,457,426,332,223
20,Poland,,2979,3610,4192,4424
21,Portugal,,130,177,226,272
22,Romania,,836,477,329,202
23,Slovenia,,NaN,NaN,NaN,NaN
24,Slovakia,,NaN,NaN,NaN,NaN
25,Finland,,52,41,40,41
26,Sweden,,50,98,206,383
27,United Kingdom,,1038,1079,1055,948
28,Iceland,,0,0,0,0
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,66,81,104,124
31,Switzerland,,130,180,238,245
