,Region,488,493,500,507,514
0,Belgium,,153,142,128,117
1,Bulgaria,,159,110,73,46
2,Czechia,,117,89,66,49
3,Denmark,,10,10,11,12
4,Germany,,830,656,520,403
5,Estonia,,18,15,11,9
6,Ireland,,NaN,NaN,NaN,NaN
7,Greece,,375,360,334,315
8,Spain,,398,257,241,185
9,France,,577,409,290,196
10,Croatia,,133,83,49,29
11,Italy,,801,556,371,246
12,Cyprus,,5,3,1,0
13,Latvia,,56,48,37,27
14,Lithuania,,69,56,46,35
15,Luxembourg,,3,2,2,1
16,Hungary,,268,181,125,85
17,Malta,,0,0,0,0
18,Netherlands,,88,67,45,31
19,Austria,,53,38,28,21
20,Poland,,731,423,218,102
21,Portugal,,13,16,20,26
22,Romania,,265,170,102,57
23,Slovenia,,22,16,12,8
24,Slovakia,,99,80,62,48
25,Finland,,7,7,7,8
26,Sweden,,66,65,61,53
27,United Kingdom,,59,59,56,53
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,7,9,11,14
31,Switzerland,,NaN,NaN,NaN,NaN
