,Region,831,836,843,850,857
0,Belgium,,114,51,41,31
1,Bulgaria,,52,49,46,46
2,Czechia,,45,32,23,17
3,Denmark,,51,37,27,19
4,Germany,,870,718,632,544
5,Estonia,,8,6,5,3
6,Ireland,,40,30,22,16
7,Greece,,194,165,145,141
8,Spain,,266,105,422,133
9,France,,522,371,286,182
10,Croatia,,43,51,62,80
11,Italy,,853,826,800,755
12,Cyprus,,NaN,NaN,NaN,NaN
13,Latvia,,20,19,18,18
14,Lithuania,,21,15,11,8
15,Luxembourg,,4,4,3,3
16,Hungary,,126,110,98,83
17,Malta,,7,4,3,2
18,Netherlands,,13,7,3,1
19,Austria,,336,252,193,138
20,Poland,,91,80,67,58
21,Portugal,,120,116,121,110
22,Romania,,54,67,110,226
23,Slovenia,,12,10,9,8
24,Slovakia,,47,31,20,13
25,Finland,,98,52,39,32
26,Sweden,,64,11,9,8
27,United Kingdom,,558,428,290,220
28,Iceland,,2,1,1,0
29,Liechtenstein,,0,0,0,0
30,Norway,,40,30,22,17
31,Switzerland,,24,6,3,1
