,Region,530,535,542,549,556
0,Belgium,,22,19,16,13
1,Bulgaria,,35,29,25,22
2,Czechia,,16,20,26,35
3,Denmark,,3,4,7,12
4,Germany,,145,100,64,45
5,Estonia,,0,0,1,1
6,Ireland,,18,20,21,21
7,Greece,,53,70,160,446
8,Spain,,307,319,421,482
9,France,,123,98,78,62
10,Croatia,,17,20,29,40
11,Italy,,113,101,104,133
12,Cyprus,,2,6,18,33
13,Latvia,,11,8,6,4
14,Lithuania,,5,3,2,1
15,Luxembourg,,0,1,5,10
16,Hungary,,9,6,4,2
17,Malta,,0,1,2,5
18,Netherlands,,10,16,43,120
19,Austria,,8,6,4,3
20,Poland,,67,46,35,27
21,Portugal,,40,59,88,125
22,Romania,,179,110,76,67
23,Slovenia,,2,1,1,0
24,Slovakia,,10,7,5,3
25,Finland,,5,8,13,24
26,Sweden,,3,9,4,3
27,United Kingdom,,237,368,558,816
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,1,2,2,2
31,Switzerland,,5,3,2,1
