,Region,460,465,472,479,486
0,Belgium,,251,237,220,202
1,Bulgaria,,466,397,302,233
2,Czechia,,373,306,232,175
3,Denmark,,17,18,19,19
4,Germany,,1562,2001,2120,2331
5,Estonia,,38,29,23,17
6,Ireland,,35,42,48,57
7,Greece,,514,487,440,392
8,Spain,,782,450,377,334
9,France,,1959,2104,2168,2254
10,Croatia,,311,316,298,263
11,Italy,,2028,1963,1836,1743
12,Cyprus,,15,22,24,24
13,Latvia,,53,64,70,73
14,Lithuania,,91,105,108,110
15,Luxembourg,,10,12,11,11
16,Hungary,,1139,797,539,342
17,Malta,,4,2,1,0
18,Netherlands,,138,154,155,152
19,Austria,,165,156,144,134
20,Poland,,2169,1537,946,508
21,Portugal,,30,28,29,29
22,Romania,,869,655,473,326
23,Slovenia,,38,35,30,25
24,Slovakia,,330,292,248,214
25,Finland,,10,9,8,6
26,Sweden,,164,211,208,185
27,United Kingdom,,133,118,107,89
28,Iceland,,0,0,0,1
29,Liechtenstein,,1,1,2,2
30,Norway,,16,16,12,10
31,Switzerland,,64,76,77,81
