,Region,782,787,794,801,808
0,Belgium,,162,76,55,46
1,Bulgaria,,178,140,120,104
2,Czechia,,180,139,109,83
3,Denmark,,NaN,NaN,NaN,NaN
4,Germany,,1470,1568,1751,1750
5,Estonia,,43,30,20,11
6,Ireland,,47,55,30,26
7,Greece,,438,665,1102,1516
8,Spain,,779,562,444,325
9,France,,663,507,424,332
10,Croatia,,85,72,70,73
11,Italy,,1421,2016,2868,3806
12,Cyprus,,30,31,31,27
13,Latvia,,87,71,55,40
14,Lithuania,,96,83,76,66
15,Luxembourg,,8,9,11,12
16,Hungary,,232,156,103,68
17,Malta,,7,7,8,8
18,Netherlands,,NaN,NaN,NaN,NaN
19,Austria,,NaN,NaN,NaN,NaN
20,Poland,,728,665,634,636
21,Portugal,,86,67,51,34
22,Romania,,220,107,46,18
23,Slovenia,,36,47,68,94
24,Slovakia,,182,147,130,117
25,Finland,,NaN,NaN,NaN,NaN
26,Sweden,,202,122,90,56
27,United Kingdom,,1087,652,542,480
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,40,26,15,8
31,Switzerland,,NaN,NaN,NaN,NaN
