,Region,439,444,451,458,465
0,Belgium,,368,419,473,522
1,Bulgaria,,960,942,842,687
2,Czechia,,850,639,457,319
3,Denmark,,16,17,19,19
4,Germany,,1564,1749,1879,1909
5,Estonia,,64,46,32,19
6,Ireland,,77,73,67,58
7,Greece,,516,585,661,747
8,Spain,,NaN,NaN,NaN,NaN
9,France,,3020,3484,3657,3831
10,Croatia,,228,316,427,565
11,Italy,,2886,2644,2332,1999
12,Cyprus,,13,15,17,20
13,Latvia,,55,50,46,42
14,Lithuania,,89,109,135,165
15,Luxembourg,,21,22,22,24
16,Hungary,,1786,1615,1336,1076
17,Malta,,7,4,2,1
18,Netherlands,,210,210,199,174
19,Austria,,216,219,214,196
20,Poland,,3576,3471,2994,2411
21,Portugal,,51,45,38,31
22,Romania,,1068,1042,938,820
23,Slovenia,,65,73,84,94
24,Slovakia,,393,312,246,191
25,Finland,,19,16,13,10
26,Sweden,,150,139,130,133
27,United Kingdom,,335,261,178,108
28,Iceland,,0,1,2,4
29,Liechtenstein,,0,0,0,0
30,Norway,,11,10,8,7
31,Switzerland,,112,125,130,143
