,Region,796,801,808,815,822
0,Belgium,,NaN,NaN,NaN,NaN
1,Bulgaria,,142,112,87,65
2,Czechia,,190,174,164,144
3,Denmark,,NaN,NaN,NaN,NaN
4,Germany,,1140,880,627,405
5,Estonia,,28,22,20,18
6,Ireland,,NaN,NaN,NaN,NaN
7,Greece,,392,440,410,305
8,Spain,,441,368,330,269
9,France,,NaN,NaN,NaN,NaN
10,Croatia,,89,92,97,101
11,Italy,,1360,1500,1424,1168
12,Cyprus,,NaN,NaN,NaN,NaN
13,Latvia,,44,30,20,13
14,Lithuania,,86,76,64,53
15,Luxembourg,,14,19,27,32
16,Hungary,,323,364,427,492
17,Malta,,16,25,35,50
18,Netherlands,,79,65,47,29
19,Austria,,NaN,NaN,NaN,NaN
20,Poland,,562,411,262,165
21,Portugal,,NaN,NaN,NaN,NaN
22,Romania,,264,284,314,331
23,Slovenia,,42,46,43,38
24,Slovakia,,146,128,111,92
25,Finland,,284,186,182,171
26,Sweden,,105,100,72,62
27,United Kingdom,,1256,904,874,868
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,100,64,45,29
31,Switzerland,,116,113,99,71
