,State,277,283
0,Washington,2296,46
1,Illinois,9775,393
2,California,17358,449
3,Arizona,5874,8
4,Massachusetts,9864,144
5,Wisconsin,1778,266
6,Texas,17955,453
7,Nebraska,596,89
8,Utah,572,25
9,Oregon,653,55
10,Florida,16429,433
11,New York,33422,61
12,Rhode Island,1177,28
13,Georgia,7809,188
14,New Hampshire,473,6
15,North Carolina,4157,228
16,New Jersey,16285,107
17,Colorado,2223,85
18,Maryland,4096,51
19,Nevada,1744,48
20,Tennessee,3131,179
21,Hawaii,212,35
22,Indiana,4130,227
23,Kentucky,1407,96
24,Minnesota,2402,115
25,Oklahoma,1249,100
26,Pennsylvania,8647,188
27,South Carolina,3802,206
28,District of Columbia,642,2
29,Kansas,956,128
30,Missouri,2820,242
31,Vermont,58,0
32,Virginia,3579,250
33,Connecticut,4577,42
34,Iowa,1635,105
35,Louisiana,5837,96
36,Ohio,5206,170
37,Michigan,7522,197
38,South Dakota,375,68
39,Arkansas,1812,72
40,Delaware,681,12
41,Mississippi,3255,59
42,New Mexico,967,52
43,North Dakota,456,94
44,Wyoming,68,7
45,Alaska,68,0
46,Maine,146,0
47,Alabama,2866,100
48,Idaho,573,53
49,Montana,297,57
50,Puerto Rico,801,26
51,Virgin Islands,21,0
52,Guam,69,7
53,West Virginia,425,25
54,Northern Mariana Islands,2,0
55,American Samoa,0,NaN
