,2020-06-20-2020-06-27,2020-06-27-2020-07-04,2020-07-04-2020-07-11,2020-07-11-2020-07-18,2020-07-18-2020-07-25,2020-07-25-2020-08-01,2020-08-01-2020-08-08,2020-08-08-2020-08-15,2020-08-15-2020-08-22,2020-08-22-2020-08-29,2020-08-29-2020-09-05,2020-09-05-2020-09-12,2020-09-12-2020-09-19,2020-09-19-2020-09-26,2020-09-26-2020-10-03,2020-10-03-2020-10-10,2020-10-10-2020-10-17,2020-10-17-2020-10-24,2020-10-24-2020-10-31,2020-10-31-2020-11-07,2020-11-07-2020-11-14,2020-11-14-2020-11-21,2020-11-21-2020-11-28,2020-11-28-2020-12-05,2020-12-05-2020-12-12,2020-12-12-2020-12-19
Karlen_pypm,,,,,,,179.0,87.0,211.0,135.0,16.0,17.0,83.0,100.0,40.0,76.0,61.0,85.0,25.0,67.0,67.0,30.0,129.0,90.0,44.0,164.0
reich_BPagano_RtDriven,,,,,,,,,,,,,,,,,,27.0,102.0,40.0,63.0,75.0,332.0,155.0,228.0,343.0
reich_Caltech_CS156,,,,,,,,,,,,,,,,,,,,,,23.0,12.0,58.0,85.0,292.0
reich_CEID_Walk,,,,,,,,,,131.0,142.0,155.0,86.0,51.0,28.0,67.0,73.0,14.0,63.0,102.0,107.0,45.0,5.0,165.0,238.0,448.0
reich_CMU_TimeSeries,,,,,,,9.0,51.0,162.0,233.0,3.0,95.0,21.0,54.0,12.0,47.0,59.0,28.0,52.0,117.0,75.0,63.0,14.0,127.0,61.0,338.0
reich_Columbia_UNC_SurvCon,,,,,,,,,,,,,,,,,,,,99.0,82.0,47.0,134.0,250.0,250.0,49.0
reich_Covid19Sim_Simulator,,,,,21.0,49.0,43.0,9.0,48.0,,,34.0,9.0,36.0,20.0,68.0,80.0,101.0,19.0,99.0,61.0,47.0,35.0,,81.0,8.0
reich_CovidAnalytics_DELPHI,,,,,,,,,,,,,,,,,44.0,46.0,35.0,134.0,132.0,136.0,138.0,272.0,308.0,508.0
reich_COVIDhub_baseline,,,,,319.0,127.0,189.0,201.0,197.0,139.0,155.0,156.0,99.0,45.0,25.0,82.0,90.0,38.0,56.0,103.0,108.0,47.0,1.0,148.0,240.0,448.0
reich_COVIDhub_ensemble,,,,305.0,156.0,,144.0,50.0,156.0,28.0,12.0,49.0,15.0,6.0,5.0,68.0,48.0,35.0,42.0,101.0,84.0,56.0,10.0,110.0,168.0,366.0
