,2020-06-20-2020-06-27,2020-06-27-2020-07-04,2020-07-04-2020-07-11,2020-07-11-2020-07-18,2020-07-18-2020-07-25,2020-07-25-2020-08-01,2020-08-01-2020-08-08,2020-08-08-2020-08-15,2020-08-15-2020-08-22,2020-08-22-2020-08-29,2020-08-29-2020-09-05,2020-09-05-2020-09-12,2020-09-12-2020-09-19,2020-09-19-2020-09-26,2020-09-26-2020-10-03,2020-10-03-2020-10-10,2020-10-10-2020-10-17,2020-10-17-2020-10-24,2020-10-24-2020-10-31,2020-10-31-2020-11-07,2020-11-07-2020-11-14,2020-11-14-2020-11-21,2020-11-21-2020-11-28,2020-11-28-2020-12-05,2020-12-05-2020-12-12,2020-12-12-2020-12-19
Karlen_pypm,,,,,,,,2.0,46.0,24.0,14.0,24.0,2.0,12.0,22.0,26.0,5.0,32.0,25.0,15.0,3.0,2.0,49.0,16.0,37.0,55.0
reich_BPagano_RtDriven,,,,,,,,,,,,,,,,,,,6.0,23.0,55.0,63.0,79.0,92.0,76.0,108.0
reich_Caltech_CS156,,,,,,,,,,,,,,,,,,,,,,,11.0,49.0,37.0,38.0
reich_CEID_Walk,,,,,,,,,,,38.0,29.0,15.0,11.0,30.0,17.0,15.0,47.0,33.0,31.0,37.0,37.0,20.0,103.0,29.0,58.0
reich_CMU_TimeSeries,,,,,,,,6.0,15.0,20.0,23.0,12.0,25.0,12.0,5.0,2.0,24.0,52.0,11.0,5.0,14.0,47.0,36.0,1.0,59.0,33.0
reich_Columbia_UNC_SurvCon,,,,,,,,,,,,,,,,,,,,,2.0,21.0,93.0,20.0,59.0,53.0
reich_Covid19Sim_Simulator,,,,,,24.0,1.0,3.0,3.0,23.0,,,3.0,24.0,30.0,33.0,3.0,45.0,25.0,8.0,20.0,28.0,29.0,37.0,,4.0
reich_CovidAnalytics_DELPHI,,,,,,,,,,,,,,,,,,31.0,17.0,7.0,41.0,44.0,6.0,82.0,30.0,44.0
reich_COVIDhub_baseline,,,,,,13.0,5.0,7.0,33.0,5.0,40.0,26.0,11.0,3.0,21.0,20.0,12.0,46.0,30.0,32.0,34.0,33.0,21.0,101.0,33.0,54.0
reich_COVIDhub_ensemble,,,10.0,11.0,,,,22.0,8.0,1.0,28.0,26.0,3.0,9.0,24.0,17.0,2.0,35.0,24.0,17.0,26.0,33.0,28.0,82.0,13.0,3.0
reich_CU_nochange,,,,,,,,,,,,,,,,,,,23.0,18.0,55.0,30.0,148.0,22.0,70.0,24.0
reich_CU_scenario_high,,,,,,,,,,,,,,,,,,,31.0,30.0,71.0,50.0,168.0,23.0,78.0,32.0
reich_CU_scenario_low,,,,,,,,,,,,,,,,,,,4.0,7.0,13.0,6.0,90.0,27.0,70.0,25.0
reich_CU_scenario_mid,,,,,,,,,,,,,,,,,,,11.0,14.0,29.0,26.0,139.0,45.0,89.0,44.0
reich_CU_select,,,,,,24.0,15.0,17.0,134.0,16.0,1.0,47.0,50.0,61.0,37.0,50.0,28.0,119.0,11.0,14.0,29.0,26.0,139.0,45.0,70.0,25.0
reich_DDS_NBDS,,,,,,,,,26.0,18.0,13.0,32.0,0.0,5.0,5.0,47.0,2.0,37.0,35.0,21.0,26.0,57.0,35.0,75.0,55.0,62.0
reich_epiforecasts_ensemble1,,,,,,,,,,,,,,,,,,,30.0,38.0,25.0,0.0,9.0,106.0,42.0,49.0
reich_Geneva_DetGrowth,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_Google_Harvard_CPF,,,,,,,,,,,,,,,,,,,20.0,4.0,30.0,15.0,54.0,28.0,66.0,13.0
reich_GT_DeepCOVID,,,,,,,54.0,63.0,19.0,58.0,8.0,5.0,64.0,,37.0,2.0,25.0,12.0,23.0,10.0,,63.0,21.0,1.0,,8.0
reich_IHME_CurveFit,,,,,,11.0,,5.0,28.0,17.0,25.0,,15.0,92.0,50.0,,14.0,10.0,,,28.0,28.0,,,,66.0
reich_IowaStateLW_STEM,,,,,,22.0,0.0,25.0,43.0,24.0,,42.0,20.0,14.0,19.0,34.0,26.0,51.0,31.0,22.0,49.0,49.0,7.0,91.0,36.0,39.0
reich_IQVIA_ACOE_STAN,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_JCB_PRM,,,,,,,,,3.0,15.0,8.0,15.0,4.0,13.0,15.0,27.0,3.0,30.0,11.0,5.0,24.0,19.0,28.0,37.0,36.0,34.0
reich_JHU_CSSE_DECOM,,,,,,,,,,,,,,,,,,,3.0,,32.0,50.0,77.0,4.0,146.0,208.0
reich_JHU_IDD_CovidSP,,,,,,85.0,71.0,105.0,95.0,130.0,59.0,75.0,30.0,45.0,47.0,66.0,44.0,11.0,16.0,6.0,18.0,51.0,26.0,107.0,79.0,42.0
reich_JHU_UNC_GAS_StatMechPool,,,,,,,,,,,,,,,,,,,,,,16.0,4.0,,,
reich_JHUAPL_Bucky,,,,,,,,,,,,,,37.0,90.0,15.0,1.0,36.0,27.0,5.0,35.0,19.0,42.0,38.0,19.0,26.0
