,2020-06-20-2020-06-27,2020-06-27-2020-07-04,2020-07-04-2020-07-11,2020-07-11-2020-07-18,2020-07-18-2020-07-25,2020-07-25-2020-08-01,2020-08-01-2020-08-08,2020-08-08-2020-08-15,2020-08-15-2020-08-22,2020-08-22-2020-08-29,2020-08-29-2020-09-05,2020-09-05-2020-09-12,2020-09-12-2020-09-19,2020-09-19-2020-09-26,2020-09-26-2020-10-03,2020-10-03-2020-10-10,2020-10-10-2020-10-17,2020-10-17-2020-10-24,2020-10-24-2020-10-31,2020-10-31-2020-11-07,2020-11-07-2020-11-14,2020-11-14-2020-11-21,2020-11-21-2020-11-28,2020-11-28-2020-12-05,2020-12-05-2020-12-12,2020-12-12-2020-12-19
Karlen_pypm,,,,,,,,116.0,52.0,85.0,48.0,34.0,22.0,6.0,10.0,4.0,10.0,26.0,22.0,12.0,87.0,60.0,2.0,39.0,90.0,3.0
reich_BPagano_RtDriven,,,,,,,,,,,,,,,,,,,46.0,15.0,16.0,16.0,30.0,64.0,90.0,25.0
reich_Caltech_CS156,,,,,,,,,,,,,,,,,,,,,,,50.0,82.0,130.0,84.0
reich_CEID_Walk,,,,,,,,,,,25.0,90.0,57.0,78.0,33.0,39.0,42.0,20.0,19.0,15.0,35.0,35.0,46.0,72.0,123.0,91.0
reich_CMU_TimeSeries,,,,,,,,108.0,68.0,97.0,1.0,7.0,13.0,12.0,34.0,21.0,3.0,12.0,1.0,32.0,50.0,32.0,54.0,93.0,137.0,54.0
reich_Columbia_UNC_SurvCon,,,,,,,,,,,,,,,,,,,,,131.0,44.0,16.0,96.0,97.0,65.0
reich_Covid19Sim_Simulator,,,,,,106.0,53.0,70.0,20.0,54.0,,,70.0,21.0,24.0,23.0,17.0,14.0,18.0,9.0,2.0,11.0,20.0,85.0,,83.0
reich_CovidAnalytics_DELPHI,,,,,,,,,,,,,,,,,,26.0,29.0,55.0,61.0,72.0,77.0,124.0,185.0,146.0
reich_COVIDhub_baseline,,,,,,143.0,58.0,90.0,25.0,25.0,39.0,90.0,33.0,88.0,42.0,31.0,49.0,18.0,21.0,14.0,32.0,33.0,43.0,71.0,124.0,93.0
reich_COVIDhub_ensemble,,,54.0,10.0,,,,90.0,13.0,12.0,12.0,19.0,2.0,29.0,9.0,2.0,3.0,8.0,5.0,12.0,33.0,33.0,33.0,71.0,115.0,49.0
reich_CU_nochange,,,,,,,,,,,,,,,,,,,32.0,47.0,61.0,3.0,8.0,9.0,173.0,144.0
reich_CU_scenario_high,,,,,,,,,,,,,,,,,,,39.0,54.0,69.0,11.0,2.0,7.0,173.0,145.0
reich_CU_scenario_low,,,,,,,,,,,,,,,,,,,2.0,8.0,23.0,25.0,33.0,18.0,174.0,147.0
reich_CU_scenario_mid,,,,,,,,,,,,,,,,,,,19.0,27.0,43.0,5.0,11.0,1.0,169.0,139.0
reich_CU_select,,,,,,79.0,165.0,176.0,207.0,29.0,57.0,79.0,9.0,13.0,48.0,50.0,43.0,10.0,19.0,27.0,43.0,5.0,11.0,1.0,174.0,147.0
reich_DDS_NBDS,,,,,,,,,82.0,56.0,806.0,35.0,55.0,59.0,61.0,72.0,49.0,9.0,11.0,2.0,42.0,38.0,51.0,82.0,151.0,98.0
reich_epiforecasts_ensemble1,,,,,,,,,,,,,,,,,,,29.0,45.0,73.0,73.0,45.0,69.0,115.0,49.0
reich_Geneva_DetGrowth,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_Google_Harvard_CPF,,,,,,,,,,,,,,,,,,,35.0,49.0,38.0,13.0,8.0,95.0,147.0,39.0
reich_GT_DeepCOVID,,,,,,,1.0,133.0,45.0,43.0,16.0,29.0,28.0,57.0,10.0,4.0,,36.0,6.0,28.0,47.0,57.0,35.0,111.0,162.0,73.0
reich_IHME_CurveFit,,,,,,111.0,,51.0,58.0,40.0,25.0,,23.0,12.0,48.0,,33.0,41.0,,,38.0,26.0,,,,25.0
reich_IowaStateLW_STEM,,,,,,96.0,72.0,131.0,67.0,105.0,,35.0,27.0,65.0,44.0,106.0,75.0,14.0,18.0,0.0,36.0,48.0,53.0,98.0,116.0,76.0
reich_IQVIA_ACOE_STAN,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_JCB_PRM,,,,,,,,,172.0,146.0,59.0,7.0,7.0,45.0,13.0,14.0,17.0,2.0,25.0,47.0,5.0,8.0,40.0,75.0,75.0,6.0
reich_JHU_CSSE_DECOM,,,,,,,,,,,,,,,,,,,53.0,,14.0,10.0,11.0,59.0,44.0,70.0
reich_JHU_IDD_CovidSP,,,,,,129.0,40.0,56.0,11.0,12.0,23.0,32.0,23.0,11.0,20.0,20.0,19.0,38.0,31.0,52.0,60.0,73.0,80.0,135.0,149.0,120.0
reich_JHU_UNC_GAS_StatMechPool,,,,,,,,,,,,,,,,,,,,,,58.0,62.0,,,
reich_JHUAPL_Bucky,,,,,,,,,,,,,,48.0,1.0,39.0,24.0,28.0,9.0,18.0,18.0,9.0,45.0,103.0,109.0,12.0
reich_LANL_GrowthRate,,,,,,174.0,117.0,136.0,67.0,119.0,76.0,56.0,28.0,38.0,27.0,44.0,14.0,37.0,32.0,53.0,72.0,93.0,52.0,85.0,89.0,34.0
reich_LNQ_ens1,,,,,,,,73.0,21.0,18.0,4.0,11.0,37.0,29.0,13.0,30.0,24.0,13.0,12.0,35.0,42.0,46.0,54.0,60.0,89.0,48.0
reich_Microsoft_DeepSTIA,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_MIT_CritData_GBCF,,,,,,,,,,,,,,,,,,,17.0,41.0,32.0,43.0,28.0,69.0,124.0,71.0
reich_MITCovAlliance_SIR,,,,,,236.0,88.0,48.0,46.0,88.0,,35.0,,,32.0,43.0,48.0,2.0,,,54.0,,,,,
reich_MOBS_GLEAM_COVID,,,,,,128.0,83.0,49.0,15.0,57.0,1.0,50.0,10.0,87.0,26.0,33.0,28.0,10.0,39.0,5.0,75.0,33.0,20.0,67.0,126.0,75.0
reich_MSRA_DeepST,,,,,,,,,,,,,,,,,,,,,5.0,,12.0,47.0,114.0,44.0
reich_NotreDame_mobility,,,,,,,,,,,,,,,,,,,37.0,64.0,40.0,56.0,27.0,84.0,106.0,120.0
reich_OliverWyman_Navigator,,,,,,24.0,22.0,14.0,73.0,80.0,27.0,20.0,5.0,70.0,16.0,20.0,43.0,77.0,37.0,16.0,29.0,30.0,52.0,62.0,93.0,53.0
reich_PSI_DRAFT,,,,,,171.0,95.0,150.0,61.0,86.0,222.0,102.0,6.0,38.0,12.0,45.0,63.0,31.0,33.0,63.0,83.0,34.0,31.0,52.0,149.0,48.0
reich_RobertWalraven_ESG,,,,,,204.0,114.0,206.0,98.0,97.0,8.0,44.0,59.0,43.0,46.0,44.0,48.0,35.0,51.0,69.0,46.0,,78.0,50.0,,29.0
reich_RPI_UW_Mob_Collision,,,,,,,,,,,257.0,302.0,213.0,149.0,100.0,46.0,44.0,22.0,19.0,1.0,20.0,33.0,24.0,67.0,115.0,89.0
reich_SteveMcConnell_CovidComplete,,,,,,,,,,,,,36.0,58.0,25.0,10.0,34.0,26.0,21.0,5.0,8.0,13.0,31.0,42.0,84.0,29.0
reich_TTU_squider,,,,,,,,,,,,,,,,,,,79.0,88.0,99.0,111.0,118.0,59.0,124.0,56.0
reich_UA_EpiCovDA,,,,,,,,,,,,,,,,,,,33.0,5.0,69.0,85.0,72.0,53.0,87.0,49.0
reich_UChicagoCHATTOPADHYAY_UnIT,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_UCLA_SuEIR,,,,,,132.0,87.0,121.0,46.0,12.0,43.0,5.0,9.0,29.0,15.0,10.0,20.0,5.0,8.0,15.0,32.0,41.0,32.0,60.0,128.0,77.0
reich_UCSB_ACTS,,,,,,,,,,,,,,,,,,,,,,89.0,48.0,100.0,132.0,26.0
reich_UCSD_NEU_DeepGLEAM,,,,,,,,,,,,,,,1.0,33.0,31.0,14.0,40.0,10.0,70.0,25.0,15.0,60.0,120.0,69.0
reich_UMass_MechBayes,,,,,,142.0,3.0,72.0,52.0,36.0,51.0,53.0,44.0,17.0,20.0,23.0,1.0,3.0,1.0,0.0,71.0,19.0,18.0,39.0,15.0,64.0
reich_UMich_RidgeTfReg,,,,,,,,100.0,,,65.0,,11.0,40.0,32.0,40.0,49.0,36.0,36.0,9.0,4.0,10.0,18.0,,,
reich_USACE_ERDC_SEIR,,,,,,92.0,38.0,94.0,132.0,4.0,1.0,8.0,40.0,25.0,8.0,13.0,16.0,13.0,,28.0,,8.0,,,34.0,68.0
reich_UT_Mobility,,,,,,138.0,64.0,45.0,82.0,152.0,,101.0,42.0,,,47.0,4.0,3.0,21.0,29.0,79.0,86.0,27.0,31.0,134.0,28.0
UMich_RidgeTfReg,,,,27.0,41.0,126.0,91.0,117.0,66.0,92.0,40.0,26.0,26.0,36.0,19.0,31.0,43.0,35.0,34.0,,,,,,,
USC_SI_kJalpha_RF,,,,,,,,,,,,,,,,,,,,,,,35.0,71.0,,
USC_SI_kJalpha,,,,,,51.0,0.0,51.0,9.0,39.0,60.0,35.0,65.0,11.0,2.0,36.0,4.0,14.0,20.0,30.0,16.0,15.0,34.0,71.0,85.0,1.0
YYG_ParamSearch,,,,,,106.0,28.0,88.0,5.0,20.0,9.0,11.0,26.0,9.0,18.0,27.0,9.0,4.0,3.0,,,,,,,
