,2020-06-20-2020-06-27,2020-06-27-2020-07-04,2020-07-04-2020-07-11,2020-07-11-2020-07-18,2020-07-18-2020-07-25,2020-07-25-2020-08-01,2020-08-01-2020-08-08,2020-08-08-2020-08-15,2020-08-15-2020-08-22,2020-08-22-2020-08-29,2020-08-29-2020-09-05,2020-09-05-2020-09-12,2020-09-12-2020-09-19,2020-09-19-2020-09-26,2020-09-26-2020-10-03,2020-10-03-2020-10-10,2020-10-10-2020-10-17,2020-10-17-2020-10-24,2020-10-24-2020-10-31,2020-10-31-2020-11-07,2020-11-07-2020-11-14,2020-11-14-2020-11-21,2020-11-21-2020-11-28,2020-11-28-2020-12-05,2020-12-05-2020-12-12,2020-12-12-2020-12-19
Karlen_pypm,,,,,,40.0,10.0,8.0,24.0,5.0,7.0,3.0,5.0,10.0,1.0,1.0,5.0,9.0,13.0,4.0,2.0,1.0,38.0,5.0,44.0,3.0
reich_BPagano_RtDriven,,,,,,,,,,,,,,,,,6.0,7.0,38.0,34.0,23.0,34.0,34.0,13.0,66.0,58.0
reich_Caltech_CS156,,,,,,,,,,,,,,,,,,,,,10.0,16.0,14.0,7.0,43.0,3.0
reich_CEID_Walk,,,,,,,,,3.0,17.0,12.0,22.0,3.0,13.0,6.0,8.0,1.0,16.0,35.0,10.0,18.0,32.0,9.0,31.0,72.0,11.0
reich_CMU_TimeSeries,,,,,,31.0,10.0,4.0,4.0,18.0,21.0,5.0,11.0,7.0,3.0,5.0,4.0,19.0,26.0,19.0,21.0,20.0,10.0,5.0,55.0,52.0
reich_Columbia_UNC_SurvCon,,,,,,,,,,,,,,,,,,,29.0,16.0,16.0,13.0,45.0,13.0,25.0,18.0
reich_Covid19Sim_Simulator,,,,3.0,6.0,4.0,22.0,17.0,,,3.0,8.0,1.0,7.0,3.0,4.0,4.0,15.0,25.0,15.0,17.0,1.0,,0.0,2.0,4.0
reich_CovidAnalytics_DELPHI,,,,,,,,,,,,,,,,5.0,4.0,21.0,41.0,31.0,44.0,55.0,29.0,29.0,47.0,18.0
reich_COVIDhub_baseline,,,,15.0,18.0,34.0,13.0,17.0,1.0,18.0,11.0,21.0,0.0,12.0,6.0,8.0,2.0,16.0,35.0,11.0,19.0,34.0,10.0,31.0,71.0,13.0
reich_COVIDhub_ensemble,,,,,22.0,24.0,11.0,15.0,11.0,18.0,5.0,5.0,2.0,8.0,4.0,3.0,2.0,16.0,28.0,11.0,15.0,22.0,15.0,23.0,47.0,2.0
