,2020-06-20-2020-06-27,2020-06-27-2020-07-04,2020-07-04-2020-07-11,2020-07-11-2020-07-18,2020-07-18-2020-07-25,2020-07-25-2020-08-01,2020-08-01-2020-08-08,2020-08-08-2020-08-15,2020-08-15-2020-08-22,2020-08-22-2020-08-29,2020-08-29-2020-09-05,2020-09-05-2020-09-12,2020-09-12-2020-09-19,2020-09-19-2020-09-26,2020-09-26-2020-10-03,2020-10-03-2020-10-10,2020-10-10-2020-10-17,2020-10-17-2020-10-24,2020-10-24-2020-10-31,2020-10-31-2020-11-07,2020-11-07-2020-11-14,2020-11-14-2020-11-21,2020-11-21-2020-11-28,2020-11-28-2020-12-05,2020-12-05-2020-12-12,2020-12-12-2020-12-19,2020-12-19-2020-12-26,2020-12-26-2021-01-02,2021-01-02-2021-01-09,2021-01-09-2021-01-16,2021-01-16-2021-01-23,2021-01-23-2021-01-30
ensemble_SIkJa_RF,,,,,,,78.08659089285713,52.43320148214284,28.613288607142856,44.35307117857144,30.809865214285725,38.04284917857142,43.61816178571427,34.36697485714286,28.043669124999983,24.47504803571428,32.682860892857136,40.98414250000001,38.09351857142857,46.439304889285715,53.90153236785714,67.70962927142855,54.35280507857142,66.26271006071433,86.07595516607145,71.8408753357143,66.12486187499998,69.69018244642857,73.06491123214283,93.11389989285715,96.09609060357145,111.73568809285713
Karlen_pypm,,,,,,,,420.4117647058824,109.23529411764706,79.88235294117646,70.2156862745098,53.745098039215684,40.25,33.78846153846154,27.48076923076923,31.076923076923077,36.69230769230769,42.15384615384615,38.44230769230769,52.34615384615385,44.55769230769231,57.84615384615385,50.32692307692308,76.11538461538461,119.32692307692308,124.36538461538461,108.5576923076923,115.36538461538461,100.11538461538461,93.63461538461539,99.88461538461539,103.46153846153847
reich_AIpert_pwllnod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.83636363636364,197.6727272727273,170.29090909090908
reich_BPagano_RtDriven,,,,,,,,,,,,,,,,,,,50.46153846153846,75.59615384615384,74.6923076923077,94.88461538461539,99.03846153846153,110.40384615384616,118.42307692307692,110.23076923076923,95.88461538461539,153.1153846153846,111.48076923076923,116.8076923076923,86.76923076923077,155.23076923076923
reich_Caltech_CS156,,,,,,,,,,,,,,,,,,,,,,,65.94444444444444,112.35185185185185,103.12962962962963,95.33333333333333,83.68518518518519,77.68518518518519,92.18518518518519,79.96296296296296,83.16666666666667,108.72222222222223
reich_CEID_Walk,,,,,,,,,,,42.357142857142854,49.125,44.5,38.75,36.214285714285715,33.30357142857143,42.464285714285715,43.19642857142857,39.732142857142854,56.67857142857143,64.60714285714286,90.23214285714286,85.33928571428571,153.42857142857142,162.875,148.83928571428572,108.41071428571429,118.92857142857143,,,145.125,153.16071428571428
reich_CMU_TimeSeries,,,,,,,,42.40384615384615,38.8235294117647,37.11764705882353,44.96078431372549,28.470588235294116,32.78431372549019,25.666666666666668,26.3,35.8,34.94,44.14,42.22,55.69230769230769,62.07843137254902,93.50980392156863,86.7843137254902,111.53846153846153,112.61538461538461,105.11538461538461,94.17307692307692,158.57692307692307,137.51923076923077,113.63461538461539,165.84615384615384,118.84615384615384
reich_Columbia_UNC_SurvCon,,,,,,,,,,,,,,,,,,,,,89.22,117.74509803921569,136.56,139.92156862745097,357.52,352.54901960784315,183.88235294117646,144.31372549019608,186.2941176470588,272.24074074074076,165.18867924528303,212.2962962962963
reich_Covid19Sim_Simulator,,,,,,57.01923076923077,36.86538461538461,29.25,35.96153846153846,34.0,,,44.34615384615385,33.0,37.23076923076923,33.36538461538461,33.86538461538461,41.73076923076923,45.67307692307692,54.55769230769231,53.69230769230769,75.40384615384616,53.86538461538461,90.76923076923077,,137.32692307692307,143.0,111.73076923076923,110.4423076923077,112.73076923076923,146.1153846153846,111.26923076923077
reich_CovidAnalytics_DELPHI,,,,,,,,,,,,,,,,,,56.1764705882353,51.549019607843135,69.01960784313725,97.92156862745098,113.2156862745098,113.25490196078431,192.66666666666666,199.0392156862745,162.54901960784315,131.7058823529412,138.92156862745097,170.5686274509804,142.92156862745097,192.5686274509804,205.54901960784315
