,2020-06-20-2020-06-27,2020-06-27-2020-07-04,2020-07-04-2020-07-11,2020-07-11-2020-07-18,2020-07-18-2020-07-25,2020-07-25-2020-08-01,2020-08-01-2020-08-08,2020-08-08-2020-08-15,2020-08-15-2020-08-22,2020-08-22-2020-08-29,2020-08-29-2020-09-05,2020-09-05-2020-09-12,2020-09-12-2020-09-19,2020-09-19-2020-09-26,2020-09-26-2020-10-03,2020-10-03-2020-10-10,2020-10-10-2020-10-17,2020-10-17-2020-10-24,2020-10-24-2020-10-31,2020-10-31-2020-11-07,2020-11-07-2020-11-14,2020-11-14-2020-11-21,2020-11-21-2020-11-28,2020-11-28-2020-12-05,2020-12-05-2020-12-12,2020-12-12-2020-12-19
Karlen_pypm,,,,,,57.0,20.0,27.0,36.0,51.0,22.0,22.0,23.0,6.0,22.0,43.0,53.0,81.0,39.0,33.0,74.0,106.0,82.0,7.0,62.0,12.0
reich_BPagano_RtDriven,,,,,,,,,,,,,,,,,41.0,41.0,25.0,50.0,13.0,8.0,22.0,55.0,11.0,129.0
reich_Caltech_CS156,,,,,,,,,,,,,,,,,,,,,68.0,55.0,35.0,86.0,64.0,43.0
reich_CEID_Walk,,,,,,,,,29.0,25.0,10.0,11.0,3.0,1.0,31.0,37.0,48.0,84.0,78.0,59.0,82.0,100.0,121.0,187.0,132.0,37.0
reich_CMU_TimeSeries,,,,,,11.0,15.0,10.0,2.0,32.0,14.0,2.0,20.0,7.0,24.0,45.0,50.0,83.0,85.0,54.0,71.0,58.0,76.0,75.0,130.0,91.0
reich_Columbia_UNC_SurvCon,,,,,,,,,,,,,,,,,,,93.0,109.0,84.0,109.0,232.0,141.0,8.0,165.0
reich_Covid19Sim_Simulator,,,,15.0,26.0,21.0,3.0,14.0,,,2.0,11.0,0.0,2.0,24.0,49.0,50.0,98.0,66.0,22.0,83.0,98.0,,233.0,274.0,33.0
reich_CovidAnalytics_DELPHI,,,,,,,,,,,,,,,,22.0,49.0,108.0,140.0,99.0,69.0,157.0,272.0,162.0,40.0,33.0
reich_COVIDhub_baseline,,,,7.0,6.0,12.0,10.0,16.0,25.0,25.0,13.0,8.0,11.0,1.0,26.0,39.0,44.0,87.0,78.0,60.0,82.0,98.0,121.0,186.0,134.0,36.0
reich_COVIDhub_ensemble,,,,,2.0,7.0,21.0,13.0,10.0,22.0,14.0,11.0,11.0,5.0,24.0,36.0,49.0,88.0,69.0,54.0,39.0,10.0,36.0,55.0,63.0,22.0
reich_CU_nochange,,,,,,,,,,,,,,,,,25.0,44.0,6.0,19.0,21.0,113.0,63.0,45.0,126.0,119.0
reich_CU_scenario_high,,,,,,,,,,,,,,,,,23.0,43.0,5.0,18.0,21.0,115.0,61.0,38.0,127.0,117.0
reich_CU_scenario_low,,,,,,,,,,,,,,,,,33.0,51.0,1.0,25.0,11.0,119.0,60.0,40.0,118.0,116.0
reich_CU_scenario_mid,,,,,,,,,,,,,,,,,27.0,43.0,10.0,18.0,26.0,122.0,62.0,42.0,119.0,115.0
reich_CU_select,,,,3.0,21.0,36.0,52.0,9.0,17.0,37.0,3.0,77.0,32.0,10.0,4.0,11.0,27.0,43.0,10.0,18.0,26.0,122.0,60.0,40.0,118.0,116.0
reich_DDS_NBDS,,,,,,,7.0,38.0,18.0,57.0,19.0,8.0,2.0,0.0,24.0,41.0,63.0,114.0,74.0,88.0,55.0,36.0,20.0,20.0,167.0,11.0
reich_epiforecasts_ensemble1,,,,,,,,,,,,,,,,,52.0,58.0,3.0,3.0,45.0,51.0,82.0,95.0,117.0,18.0
reich_Geneva_DetGrowth,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_Google_Harvard_CPF,,,,,,,,,,,,,,,,,69.0,97.0,86.0,62.0,13.0,44.0,85.0,9.0,38.0,86.0
reich_GT_DeepCOVID,,,,,8.0,5.0,28.0,14.0,0.0,19.0,17.0,18.0,9.0,5.0,23.0,65.0,92.0,113.0,79.0,55.0,15.0,2.0,37.0,193.0,48.0,59.0
reich_IHME_CurveFit,,,,18.0,,4.0,11.0,11.0,4.0,,38.0,34.0,20.0,,26.0,18.0,,,38.0,48.0,,,,76.0,,16.0
reich_IowaStateLW_STEM,,,,28.0,27.0,57.0,14.0,62.0,,5.0,7.0,1.0,7.0,38.0,7.0,40.0,47.0,119.0,118.0,92.0,90.0,133.0,80.0,95.0,112.0,60.0
reich_IQVIA_ACOE_STAN,,,,,,,,,,,,,,,,,55.0,114.0,,105.0,103.0,157.0,192.0,246.0,205.0,
reich_JCB_PRM,,,,,,,75.0,24.0,33.0,38.0,15.0,19.0,25.0,5.0,18.0,41.0,54.0,74.0,80.0,33.0,2.0,46.0,95.0,42.0,49.0,37.0
reich_JHU_CSSE_DECOM,,,,,,,,,,,,,,,,,30.0,,57.0,48.0,57.0,80.0,5.0,17.0,51.0,132.0
reich_JHU_IDD_CovidSP,,,,74.0,41.0,48.0,68.0,32.0,47.0,80.0,47.0,76.0,69.0,47.0,18.0,13.0,40.0,115.0,127.0,164.0,178.0,222.0,73.0,162.0,214.0,227.0
reich_JHU_UNC_GAS_StatMechPool,,,,,,,,,,,,,,,,,,,,88.0,105.0,,,,,
reich_JHUAPL_Bucky,,,,,,,,,,,,65.0,175.0,64.0,47.0,11.0,32.0,51.0,28.0,12.0,24.0,8.0,102.0,56.0,117.0,60.0
reich_LANL_GrowthRate,,,,44.0,9.0,6.0,0.0,35.0,23.0,10.0,24.0,16.0,13.0,7.0,46.0,53.0,61.0,96.0,107.0,99.0,27.0,69.0,48.0,194.0,286.0,17.0
reich_LNQ_ens1,,,,,,0.0,14.0,21.0,23.0,19.0,5.0,3.0,4.0,9.0,31.0,36.0,37.0,61.0,32.0,30.0,0.0,18.0,18.0,26.0,178.0,33.0
reich_Microsoft_DeepSTIA,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
reich_MIT_CritData_GBCF,,,,,,,,,,,,,,,,,48.0,99.0,63.0,97.0,81.0,96.0,69.0,47.0,96.0,10.0
reich_MITCovAlliance_SIR,,,,51.0,35.0,19.0,36.0,7.0,,16.0,,,17.0,16.0,5.0,12.0,,,85.0,,,,,,,
reich_MOBS_GLEAM_COVID,,,,2.0,23.0,108.0,81.0,72.0,54.0,24.0,15.0,14.0,3.0,19.0,36.0,29.0,31.0,90.0,56.0,63.0,80.0,16.0,21.0,78.0,48.0,70.0
reich_MSRA_DeepST,,,,,,,,,,,,,,,,,,,79.0,,11.0,67.0,47.0,24.0,16.0,15.0
reich_NotreDame_mobility,,,,,,,,,,,,,,,,,62.0,76.0,54.0,65.0,53.0,46.0,33.0,47.0,19.0,75.0
reich_OliverWyman_Navigator,,,,23.0,20.0,11.0,37.0,1.0,14.0,33.0,23.0,4.0,13.0,4.0,29.0,29.0,15.0,34.0,15.0,4.0,34.0,30.0,16.0,87.0,0.0,8.0
reich_PSI_DRAFT,,,,21.0,39.0,42.0,35.0,39.0,10.0,15.0,65.0,25.0,23.0,10.0,15.0,37.0,61.0,121.0,113.0,153.0,160.0,191.0,73.0,196.0,136.0,25.0
reich_RobertWalraven_ESG,,,,56.0,16.0,22.0,8.0,27.0,191.0,11.0,5.0,19.0,37.0,41.0,50.0,56.0,90.0,136.0,69.0,154.0,157.0,49.0,65.0,33.0,31.0,141.0
reich_RPI_UW_Mob_Collision,,,,,,,,,21.0,1.0,14.0,1.0,7.0,16.0,32.0,56.0,76.0,127.0,130.0,121.0,119.0,153.0,112.0,227.0,93.0,79.0
reich_SteveMcConnell_CovidComplete,,,,,,,,,,,8.0,3.0,8.0,6.0,18.0,37.0,47.0,76.0,43.0,7.0,2.0,60.0,50.0,179.0,285.0,17.0
reich_TTU_squider,,,,,,,,,,,,,,,,,69.0,18.0,16.0,32.0,178.0,238.0,253.0,256.0,206.0,34.0
reich_UA_EpiCovDA,,,,,,,,,,,,,,,,,20.0,46.0,37.0,8.0,39.0,71.0,117.0,163.0,271.0,99.0
reich_UChicagoCHATTOPADHYAY_UnIT,,,,,,,,,,,,,,,,,,,,,,12.0,38.0,75.0,219.0,182.0
reich_UCLA_SuEIR,,,,5.0,13.0,16.0,15.0,23.0,39.0,26.0,5.0,15.0,8.0,10.0,34.0,50.0,62.0,114.0,114.0,121.0,129.0,139.0,178.0,160.0,141.0,5.0
reich_UCSB_ACTS,,,,,,,,,,,,,,,,,,,,115.0,1.0,87.0,81.0,141.0,45.0,23.0
reich_UCSD_NEU_DeepGLEAM,,,,,,,,,,,,,49.0,25.0,32.0,23.0,29.0,85.0,51.0,55.0,75.0,10.0,16.0,73.0,55.0,80.0
reich_UMass_MechBayes,,,,41.0,18.0,42.0,46.0,7.0,7.0,22.0,2.0,11.0,17.0,12.0,19.0,35.0,35.0,66.0,37.0,39.0,5.0,71.0,116.0,28.0,117.0,32.0
reich_UMich_RidgeTfReg,,,,,,28.0,,,13.0,,65.0,62.0,66.0,42.0,24.0,12.0,43.0,99.0,103.0,130.0,150.0,,,,,
reich_USACE_ERDC_SEIR,,,,40.0,44.0,107.0,157.0,157.0,145.0,173.0,155.0,152.0,181.0,136.0,125.0,97.0,,68.0,,192.0,,,573.0,899.0,1086.0,
reich_UT_Mobility,,,,24.0,1.0,8.0,21.0,13.0,,50.0,38.0,,,12.0,20.0,88.0,3.0,25.0,136.0,114.0,297.0,241.0,33.0,297.0,36.0,100.0
UMich_RidgeTfReg,,154.0,128.0,109.0,78.0,58.0,62.0,30.0,23.0,44.0,34.0,30.0,28.0,20.0,1.0,23.0,43.0,,,,,,,,,
USC_SI_kJalpha_RF,,,,,,,,,,,,,,,,,,,,,71.0,109.0,,,,
USC_SI_kJalpha,,,,22.0,23.0,129.0,34.0,2.0,15.0,37.0,16.0,2.0,13.0,5.0,22.0,43.0,51.0,60.0,8.0,28.0,19.0,32.0,108.0,131.0,41.0,91.0
YYG_ParamSearch,,,,12.0,6.0,0.0,50.0,7.0,14.0,41.0,27.0,11.0,6.0,6.0,27.0,33.0,28.0,,,,,,,,,
