,2020-06-20-2020-06-27,2020-06-27-2020-07-04,2020-07-04-2020-07-11,2020-07-11-2020-07-18,2020-07-18-2020-07-25,2020-07-25-2020-08-01,2020-08-01-2020-08-08,2020-08-08-2020-08-15,2020-08-15-2020-08-22,2020-08-22-2020-08-29,2020-08-29-2020-09-05,2020-09-05-2020-09-12,2020-09-12-2020-09-19,2020-09-19-2020-09-26,2020-09-26-2020-10-03,2020-10-03-2020-10-10,2020-10-10-2020-10-17,2020-10-17-2020-10-24,2020-10-24-2020-10-31,2020-10-31-2020-11-07,2020-11-07-2020-11-14,2020-11-14-2020-11-21,2020-11-21-2020-11-28,2020-11-28-2020-12-05,2020-12-05-2020-12-12,2020-12-12-2020-12-19
Karlen_pypm,,,,,,,,1.0,0.0,5.0,7.0,4.0,3.0,13.0,8.0,23.0,6.0,32.0,28.0,42.0,23.0,64.0,32.0,33.0,17.0,39.0
reich_BPagano_RtDriven,,,,,,,,,,,,,,,,,,,10.0,1.0,65.0,77.0,73.0,46.0,31.0,64.0
reich_Caltech_CS156,,,,,,,,,,,,,,,,,,,,,,,86.0,43.0,47.0,10.0
reich_CEID_Walk,,,,,,,,,,,5.0,6.0,9.0,12.0,23.0,28.0,12.0,33.0,29.0,61.0,71.0,107.0,107.0,55.0,53.0,57.0
reich_CMU_TimeSeries,,,,,,,,1.0,2.0,5.0,1.0,1.0,3.0,11.0,15.0,25.0,15.0,33.0,22.0,57.0,52.0,109.0,69.0,9.0,72.0,115.0
reich_Columbia_UNC_SurvCon,,,,,,,,,,,,,,,,,,,,,67.0,30.0,18.0,21.0,2.0,44.0
reich_Covid19Sim_Simulator,,,,,,7.0,7.0,2.0,4.0,0.0,,,4.0,2.0,6.0,17.0,11.0,34.0,22.0,45.0,24.0,78.0,66.0,31.0,,56.0
reich_CovidAnalytics_DELPHI,,,,,,,,,,,,,,,,,,50.0,37.0,69.0,71.0,95.0,103.0,79.0,78.0,27.0
reich_COVIDhub_baseline,,,,,,6.0,0.0,1.0,2.0,5.0,6.0,4.0,9.0,11.0,24.0,28.0,12.0,33.0,29.0,60.0,69.0,105.0,106.0,51.0,54.0,49.0
reich_COVIDhub_ensemble,,,6.0,1.0,,,,3.0,0.0,3.0,5.0,1.0,8.0,9.0,20.0,27.0,14.0,32.0,31.0,56.0,56.0,86.0,73.0,22.0,24.0,77.0
reich_CU_nochange,,,,,,,,,,,,,,,,,,,33.0,65.0,70.0,123.0,102.0,101.0,35.0,54.0
reich_CU_scenario_high,,,,,,,,,,,,,,,,,,,31.0,59.0,68.0,120.0,94.0,98.0,33.0,53.0
reich_CU_scenario_low,,,,,,,,,,,,,,,,,,,40.0,74.0,74.0,128.0,110.0,94.0,29.0,45.0
reich_CU_scenario_mid,,,,,,,,,,,,,,,,,,,37.0,65.0,69.0,118.0,94.0,96.0,25.0,49.0
reich_CU_select,,,,,,7.0,12.0,6.0,8.0,0.0,6.0,10.0,9.0,27.0,2.0,25.0,18.0,33.0,37.0,65.0,69.0,118.0,94.0,96.0,29.0,45.0
reich_DDS_NBDS,,,,,,,,,10.0,28.0,90.0,2.0,7.0,8.0,20.0,24.0,5.0,32.0,38.0,63.0,8.0,79.0,63.0,286.0,41.0,146.0
reich_epiforecasts_ensemble1,,,,,,,,,,,,,,,,,,,20.0,54.0,57.0,94.0,97.0,17.0,33.0,1006.0
reich_Geneva_DetGrowth,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_Google_Harvard_CPF,,,,,,,,,,,,,,,,,,,35.0,42.0,49.0,60.0,32.0,24.0,10.0,50.0
reich_GT_DeepCOVID,,,,,,,4.0,3.0,1.0,0.0,4.0,1.0,6.0,11.0,12.0,30.0,,,15.0,,64.0,93.0,82.0,47.0,,
reich_IHME_CurveFit,,,,,,3.0,,2.0,0.0,1.0,0.0,,11.0,12.0,23.0,,21.0,29.0,,,40.0,108.0,,,,36.0
reich_IowaStateLW_STEM,,,,,,8.0,5.0,3.0,0.0,1.0,,1.0,7.0,8.0,20.0,14.0,18.0,39.0,44.0,73.0,74.0,116.0,105.0,61.0,29.0,98.0
reich_IQVIA_ACOE_STAN,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_JCB_PRM,,,,,,,,,1.0,6.0,7.0,1.0,3.0,1.0,2.0,22.0,12.0,32.0,33.0,42.0,50.0,72.0,63.0,23.0,32.0,135.0
reich_JHU_CSSE_DECOM,,,,,,,,,,,,,,,,,,,23.0,,20.0,62.0,63.0,21.0,56.0,176.0
reich_JHU_IDD_CovidSP,,,,,,4.0,5.0,9.0,5.0,6.0,6.0,1.0,8.0,9.0,22.0,30.0,22.0,43.0,52.0,80.0,90.0,149.0,158.0,142.0,111.0,69.0
reich_JHU_UNC_GAS_StatMechPool,,,,,,,,,,,,,,,,,,,,,,102.0,95.0,,,
reich_JHUAPL_Bucky,,,,,,,,,,,,,,11.0,6.0,27.0,15.0,13.0,30.0,56.0,7.0,58.0,73.0,34.0,55.0,37.0
reich_LANL_GrowthRate,,,,,,10.0,9.0,3.0,5.0,3.0,1.0,5.0,10.0,5.0,27.0,35.0,23.0,40.0,46.0,70.0,72.0,115.0,61.0,44.0,25.0,9.0
reich_LNQ_ens1,,,,,,,,1.0,4.0,0.0,4.0,3.0,10.0,2.0,23.0,34.0,14.0,31.0,35.0,56.0,51.0,92.0,71.0,19.0,14.0,14.0
reich_Microsoft_DeepSTIA,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_MIT_CritData_GBCF,,,,,,,,,,,,,,,,,,,25.0,62.0,53.0,98.0,89.0,66.0,55.0,31.0
reich_MITCovAlliance_SIR,,,,,,67.0,9.0,1.0,1.0,2.0,,1.0,,,6.0,9.0,6.0,32.0,,,80.0,,,,,
reich_MOBS_GLEAM_COVID,,,,,,9.0,7.0,0.0,4.0,1.0,1.0,4.0,10.0,12.0,24.0,32.0,20.0,35.0,32.0,29.0,45.0,54.0,49.0,34.0,23.0,125.0
reich_MSRA_DeepST,,,,,,,,,,,,,,,,,,,,,45.0,,83.0,53.0,23.0,167.0
reich_NotreDame_mobility,,,,,,,,,,,,,,,,,,,33.0,64.0,63.0,58.0,15.0,68.0,108.0,18.0
reich_OliverWyman_Navigator,,,,,,4.0,1.0,4.0,1.0,12.0,14.0,1.0,3.0,6.0,24.0,27.0,6.0,21.0,12.0,30.0,53.0,77.0,64.0,2.0,8.0,105.0
reich_PSI_DRAFT,,,,,,5.0,3.0,0.0,2.0,1.0,4.0,0.0,16.0,18.0,23.0,32.0,21.0,20.0,29.0,43.0,31.0,36.0,45.0,69.0,58.0,182.0
reich_RobertWalraven_ESG,,,,,,12.0,4.0,1.0,7.0,2.0,307.0,7.0,15.0,11.0,29.0,35.0,23.0,50.0,58.0,91.0,73.0,136.0,128.0,46.0,,387.0
reich_RPI_UW_Mob_Collision,,,,,,,,,,,,,,,,,,,,,,,,,,
