,2020-06-20-2020-06-27,2020-06-27-2020-07-04,2020-07-04-2020-07-11,2020-07-11-2020-07-18,2020-07-18-2020-07-25,2020-07-25-2020-08-01,2020-08-01-2020-08-08,2020-08-08-2020-08-15,2020-08-15-2020-08-22,2020-08-22-2020-08-29,2020-08-29-2020-09-05,2020-09-05-2020-09-12,2020-09-12-2020-09-19,2020-09-19-2020-09-26,2020-09-26-2020-10-03,2020-10-03-2020-10-10,2020-10-10-2020-10-17,2020-10-17-2020-10-24,2020-10-24-2020-10-31,2020-10-31-2020-11-07,2020-11-07-2020-11-14,2020-11-14-2020-11-21,2020-11-21-2020-11-28,2020-11-28-2020-12-05,2020-12-05-2020-12-12,2020-12-12-2020-12-19
Karlen_pypm,,,,,,19.0,454.0,117.0,9.0,285.0,211.0,221.0,122.0,24.0,12.0,41.0,25.0,144.0,77.0,30.0,89.0,143.0,132.0,100.0,76.0,93.0
reich_BPagano_RtDriven,,,,,,,,,,,,,,,,,42.0,260.0,38.0,264.0,319.0,40.0,257.0,75.0,21.0,46.0
reich_Caltech_CS156,,,,,,,,,,,,,,,,,,,,,299.0,333.0,112.0,246.0,295.0,178.0
reich_CEID_Walk,,,,,,,,,131.0,178.0,173.0,282.0,230.0,88.0,117.0,33.0,102.0,149.0,93.0,192.0,249.0,295.0,114.0,246.0,271.0,187.0
reich_CMU_TimeSeries,,,,,,1044.0,502.0,321.0,104.0,19.0,262.0,100.0,70.0,78.0,99.0,38.0,60.0,115.0,129.0,183.0,244.0,249.0,158.0,133.0,191.0,72.0
reich_Columbia_UNC_SurvCon,,,,,,,,,,,,,,,,,,,134.0,302.0,18.0,98.0,379.0,353.0,177.0,517.0
reich_Covid19Sim_Simulator,,,,394.0,355.0,951.0,368.0,356.0,,,371.0,193.0,31.0,136.0,24.0,65.0,282.0,249.0,36.0,261.0,224.0,230.0,,46.0,384.0,49.0
reich_CovidAnalytics_DELPHI,,,,,,,,,,,,,,,,95.0,16.0,76.0,192.0,317.0,437.0,610.0,494.0,634.0,500.0,176.0
reich_COVIDhub_baseline,,,,734.0,627.0,1084.0,434.0,668.0,179.0,195.0,371.0,282.0,264.0,108.0,137.0,15.0,83.0,158.0,62.0,219.0,247.0,290.0,96.0,230.0,313.0,139.0
reich_COVIDhub_ensemble,,,,,824.0,870.0,407.0,46.0,75.0,88.0,105.0,149.0,119.0,20.0,59.0,26.0,48.0,105.0,49.0,192.0,208.0,239.0,2.0,12.0,173.0,96.0
