,2020-06-20-2020-06-27,2020-06-27-2020-07-04,2020-07-04-2020-07-11,2020-07-11-2020-07-18,2020-07-18-2020-07-25,2020-07-25-2020-08-01,2020-08-01-2020-08-08,2020-08-08-2020-08-15,2020-08-15-2020-08-22,2020-08-22-2020-08-29,2020-08-29-2020-09-05,2020-09-05-2020-09-12,2020-09-12-2020-09-19,2020-09-19-2020-09-26,2020-09-26-2020-10-03,2020-10-03-2020-10-10,2020-10-10-2020-10-17,2020-10-17-2020-10-24,2020-10-24-2020-10-31,2020-10-31-2020-11-07,2020-11-07-2020-11-14,2020-11-14-2020-11-21,2020-11-21-2020-11-28,2020-11-28-2020-12-05,2020-12-05-2020-12-12,2020-12-12-2020-12-19
Karlen_pypm,,,,,,2.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,11.0,2.0,11.0,9.0,5.0,2.0
reich_BPagano_RtDriven,,,,,,,,,,,,,,,,,3.0,1.0,7.0,4.0,12.0,22.0,6.0,27.0,12.0,15.0
reich_Caltech_CS156,,,,,,,,,,,,,,,,,,,,,9.0,4.0,5.0,19.0,14.0,9.0
reich_CEID_Walk,,,,,,,,,2.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,4.0,12.0,7.0,6.0,24.0,14.0,1.0
reich_CMU_TimeSeries,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,10.0,6.0,5.0,22.0,10.0,9.0
reich_Columbia_UNC_SurvCon,,,,,,,,,,,,,,,,,,,1.0,2.0,10.0,10.0,20.0,6.0,15.0,25.0
reich_Covid19Sim_Simulator,,,,3.0,0.0,2.0,1.0,1.0,,,1.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,10.0,8.0,,1.0,7.0,6.0
reich_CovidAnalytics_DELPHI,,,,,,,,,,,,,,,,0.0,0.0,3.0,0.0,2.0,9.0,5.0,1.0,15.0,9.0,14.0
reich_COVIDhub_baseline,,,,2.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,4.0,11.0,7.0,5.0,25.0,13.0,1.0
reich_COVIDhub_ensemble,,,,,0.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,10.0,6.0,2.0,21.0,12.0,2.0
reich_CU_nochange,,,,,,,,,,,,,,,,,3.0,0.0,1.0,4.0,11.0,0.0,9.0,30.0,30.0,23.0
reich_CU_scenario_high,,,,,,,,,,,,,,,,,3.0,0.0,1.0,4.0,12.0,1.0,9.0,29.0,30.0,23.0
reich_CU_scenario_low,,,,,,,,,,,,,,,,,3.0,0.0,1.0,4.0,12.0,0.0,8.0,30.0,30.0,23.0
reich_CU_scenario_mid,,,,,,,,,,,,,,,,,3.0,0.0,1.0,4.0,11.0,1.0,8.0,29.0,30.0,23.0
reich_CU_select,,,,9.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,3.0,0.0,1.0,4.0,11.0,1.0,8.0,30.0,30.0,23.0
reich_DDS_NBDS,,,,,,,1.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,0.0,2.0,3.0,0.0,10.0,5.0,9.0,25.0,18.0,12.0
reich_epiforecasts_ensemble1,,,,,,,,,,,,,,,,,,,,,,,48.0,23.0,15.0,9.0
reich_Geneva_DetGrowth,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_Google_Harvard_CPF,,,,,,,,,,,,,,,,,0.0,2.0,0.0,3.0,10.0,0.0,6.0,17.0,5.0,8.0
reich_GT_DeepCOVID,,,,,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0,1.0,2.0,15.0,14.0,5.0
reich_IHME_CurveFit,,,,4.0,,0.0,2.0,2.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,0.0,3.0,,,,23.0,,11.0
reich_IowaStateLW_STEM,,,,3.0,1.0,1.0,4.0,5.0,,0.0,5.0,5.0,1.0,5.0,9.0,3.0,1.0,2.0,1.0,2.0,4.0,0.0,7.0,20.0,2.0,6.0
reich_IQVIA_ACOE_STAN,,,,,,,,,,,,,,,,,1.0,1.0,,4.0,11.0,8.0,12.0,29.0,27.0,
reich_JCB_PRM,,,,,,,1.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,11.0,10.0,10.0,18.0,8.0,3.0
reich_JHU_CSSE_DECOM,,,,,,,,,,,,,,,,,0.0,,3.0,0.0,8.0,2.0,3.0,18.0,8.0,6.0
reich_JHU_IDD_CovidSP,,,,5.0,6.0,3.0,4.0,4.0,3.0,4.0,5.0,7.0,2.0,6.0,5.0,5.0,4.0,6.0,5.0,1.0,8.0,7.0,23.0,10.0,16.0,10.0
reich_JHU_UNC_GAS_StatMechPool,,,,,,,,,,,,,,,,,,,,4.0,12.0,,,,,
reich_JHUAPL_Bucky,,,,,,,,,,,,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,9.0,6.0,0.0,27.0,15.0,10.0
reich_LANL_GrowthRate,,,,4.0,2.0,4.0,2.0,1.0,3.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,3.0,0.0,1.0,3.0,11.0,9.0,12.0,7.0,23.0,16.0
reich_LNQ_ens1,,,,,,4.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,3.0,0.0,1.0,4.0,12.0,8.0,7.0,27.0,20.0,10.0
reich_Microsoft_DeepSTIA,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
reich_MIT_CritData_GBCF,,,,,,,,,,,,,,,,,5.0,8.0,5.0,4.0,3.0,3.0,2.0,8.0,2.0,8.0
reich_MITCovAlliance_SIR,,,,12.0,7.0,1.0,2.0,1.0,,1.0,,,1.0,3.0,3.0,5.0,,,3.0,,,,,,,
reich_MOBS_GLEAM_COVID,,,,4.0,1.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,10.0,6.0,4.0,21.0,7.0,9.0
reich_MSRA_DeepST,,,,,,,,,,,,,,,,,,,5.0,,5.0,3.0,2.0,14.0,10.0,6.0
reich_NotreDame_mobility,,,,,,,,,,,,,,,,,3.0,0.0,1.0,4.0,11.0,8.0,16.0,35.0,24.0,29.0
reich_OliverWyman_Navigator,,,,1.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,11.0,4.0,1.0,22.0,10.0,12.0
reich_PSI_DRAFT,,,,5.0,2.0,3.0,0.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,10.0,9.0,15.0,28.0,15.0,5.0
reich_RobertWalraven_ESG,,,,5.0,0.0,2.0,0.0,3.0,1.0,2.0,3.0,0.0,4.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,12.0,8.0,8.0,28.0,29.0,5.0
reich_RPI_UW_Mob_Collision,,,,,,,,,,,,,,,,,,,,,,,,,,
reich_SteveMcConnell_CovidComplete,,,,,,,,,,,3.0,3.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,11.0,5.0,5.0,12.0,6.0,1.0
reich_TTU_squider,,,,,,,,,,,,,,,,,0.0,5.0,4.0,0.0,8.0,6.0,11.0,25.0,5.0,6.0
reich_UA_EpiCovDA,,,,,,,,,,,,,,,,,2.0,2.0,7.0,1.0,10.0,4.0,1.0,18.0,12.0,1.0
reich_UChicagoCHATTOPADHYAY_UnIT,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,16.0,15.0,13.0
reich_UCLA_SuEIR,,,,5.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,3.0,0.0,1.0,4.0,12.0,11.0,5.0,29.0,27.0,31.0
reich_UCSB_ACTS,,,,,,,,,,,,,,,,,,,,3.0,10.0,11.0,12.0,17.0,10.0,12.0
reich_UCSD_NEU_DeepGLEAM,,,,,,,,,,,,,9.0,0.0,4.0,5.0,0.0,5.0,6.0,4.0,5.0,1.0,2.0,15.0,0.0,1.0
reich_UMass_MechBayes,,,,1.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,8.0,2.0,2.0,22.0,16.0,14.0
reich_UMich_RidgeTfReg,,,,,,,,,1.0,,3.0,4.0,1.0,3.0,3.0,2.0,0.0,3.0,2.0,2.0,10.0,,,,,
reich_USACE_ERDC_SEIR,,,,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,5.0,,6.0,,2.0,,,12.0,1.0,13.0,
reich_UT_Mobility,,,,3.0,7.0,3.0,3.0,4.0,,6.0,15.0,,,7.0,2.0,1.0,1.0,0.0,0.0,4.0,12.0,2.0,30.0,17.0,10.0,2.0
UMich_RidgeTfReg,,4.0,2.0,1.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,0.0,2.0,2.0,2.0,0.0,,,,,,,,,
USC_SI_kJalpha_RF,,,,,,,,,,,,,,,,,,,,,11.0,6.0,,,,
USC_SI_kJalpha,,,,2.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,11.0,3.0,7.0,13.0,14.0,5.0
YYG_ParamSearch,,,,3.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,,,,,,,,,
