,2020-06-20-2020-06-27,2020-06-27-2020-07-04,2020-07-04-2020-07-11,2020-07-11-2020-07-18,2020-07-18-2020-07-25,2020-07-25-2020-08-01,2020-08-01-2020-08-08,2020-08-08-2020-08-15,2020-08-15-2020-08-22,2020-08-22-2020-08-29,2020-08-29-2020-09-05,2020-09-05-2020-09-12,2020-09-12-2020-09-19,2020-09-19-2020-09-26,2020-09-26-2020-10-03,2020-10-03-2020-10-10,2020-10-10-2020-10-17,2020-10-17-2020-10-24,2020-10-24-2020-10-31,2020-10-31-2020-11-07,2020-11-07-2020-11-14,2020-11-14-2020-11-21,2020-11-21-2020-11-28,2020-11-28-2020-12-05,2020-12-05-2020-12-12,2020-12-12-2020-12-19
Karlen_pypm,,,,,1608.0,167.0,3.0,55.0,413.0,356.0,328.0,184.0,152.0,246.0,114.0,73.0,166.0,72.0,340.0,217.0,18.0,42.0,18.0,84.0,40.0,
reich_BPagano_RtDriven,,,,,,,,,,,,,,,,34.0,137.0,251.0,150.0,126.0,76.0,18.0,38.0,14.0,41.0,
reich_Caltech_CS156,,,,,,,,,,,,,,,,,,,,93.0,36.0,9.0,11.0,88.0,52.0,
reich_CEID_Walk,,,,,,,,119.0,248.0,110.0,106.0,91.0,93.0,51.0,124.0,57.0,184.0,218.0,174.0,24.0,37.0,40.0,66.0,133.0,58.0,
reich_CMU_TimeSeries,,,,,161.0,362.0,3.0,131.0,242.0,207.0,106.0,95.0,70.0,55.0,120.0,37.0,180.0,215.0,193.0,40.0,90.0,9.0,50.0,154.0,32.0,
reich_Columbia_UNC_SurvCon,,,,,,,,,,,,,,,,,,206.0,396.0,255.0,6.0,157.0,78.0,86.0,94.0,
reich_Covid19Sim_Simulator,,,275.0,124.0,88.0,184.0,149.0,,,254.0,102.0,212.0,4.0,14.0,144.0,144.0,74.0,100.0,311.0,338.0,158.0,,109.0,130.0,184.0,
reich_CovidAnalytics_DELPHI,,,,,,,,,,,,,,,138.0,93.0,166.0,92.0,30.0,10.0,69.0,139.0,100.0,216.0,241.0,
reich_COVIDhub_baseline,,,183.0,203.0,184.0,363.0,158.0,149.0,307.0,98.0,125.0,83.0,102.0,48.0,129.0,48.0,173.0,231.0,156.0,5.0,50.0,52.0,71.0,130.0,59.0,
reich_COVIDhub_ensemble,,,,,50.0,283.0,19.0,134.0,94.0,82.0,36.0,169.0,124.0,134.0,5.0,25.0,165.0,120.0,175.0,111.0,14.0,5.0,28.0,83.0,6.0,
reich_CU_nochange,,,,,,,,,,,,,,,,143.0,341.0,33.0,156.0,212.0,356.0,71.0,110.0,15.0,22.0,95.0
reich_CU_scenario_high,,,,,,,,,,,,,,,,140.0,342.0,30.0,155.0,214.0,355.0,70.0,112.0,19.0,21.0,103.0
reich_CU_scenario_low,,,,,,,,,,,,,,,,143.0,342.0,32.0,157.0,210.0,357.0,72.0,108.0,17.0,22.0,100.0
reich_CU_scenario_mid,,,,,,,,,,,,,,,,141.0,345.0,31.0,154.0,213.0,360.0,71.0,110.0,15.0,23.0,104.0
reich_CU_select,,,618.0,171.0,210.0,113.0,21.0,370.0,101.0,154.0,182.0,223.0,272.0,324.0,222.0,141.0,345.0,31.0,154.0,213.0,360.0,72.0,108.0,17.0,22.0,100.0
