,County,698,703,710
0,01001,NaN,68,68
1,01003,NaN,177,202
2,01005,NaN,6,10
3,01007,NaN,17,19
4,01009,NaN,88,97
5,01011,NaN,4,7
6,01013,NaN,24,22
7,01015,NaN,99,114
8,01017,NaN,32,37
9,01019,NaN,28,31
10,01021,NaN,65,65
11,01023,NaN,5,5
12,01025,NaN,10,8
13,01027,NaN,11,14
14,01029,NaN,11,8
15,01031,NaN,50,62
16,01033,NaN,48,52
17,01035,NaN,6,6
18,01037,NaN,14,13
19,01039,NaN,35,34
20,01041,NaN,12,12
21,01043,NaN,161,175
22,01045,NaN,50,62
23,01047,NaN,25,25
24,01049,NaN,75,76
25,01051,NaN,128,142
26,01053,NaN,21,22
27,01055,NaN,84,105
28,01057,NaN,20,20
29,01059,NaN,37,35
30,01061,NaN,31,34
31,01063,NaN,2,2
32,01065,NaN,18,20
33,01067,NaN,20,21
34,01069,NaN,140,156
35,01071,NaN,71,84
36,01073,NaN,709,875
37,01075,NaN,9,9
38,01077,NaN,103,107
39,01079,NaN,29,29
40,01081,NaN,155,205
41,01083,NaN,118,128
42,01085,NaN,4,5
43,01087,NaN,19,22
44,01089,NaN,499,528
45,01091,NaN,4,5
46,01093,NaN,19,21
47,01095,NaN,120,137
48,01097,NaN,252,277
49,01099,NaN,8,7
50,01101,NaN,252,285
51,01103,NaN,192,205
52,01105,NaN,3,3
53,01107,NaN,16,16
54,01109,NaN,26,29
55,01111,NaN,14,14
56,01113,NaN,39,42
57,01115,NaN,144,165
58,01117,NaN,267,311
59,01119,NaN,7,5
60,01121,NaN,90,109
61,01123,NaN,69,98
62,01125,NaN,191,220
63,01127,NaN,91,91
64,01129,NaN,2,2
65,01131,NaN,6,5
66,01133,NaN,30,30
67,02013,NaN,1,1
68,02016,NaN,0,0
69,02020,NaN,398,406
70,02050,NaN,28,27
71,02060,NaN,0,0
72,02068,NaN,1,1
73,02070,NaN,6,6
74,02090,NaN,101,100
75,02100,NaN,2,3
76,02105,NaN,0,0
77,02110,NaN,55,56
78,02122,NaN,81,82
79,02130,NaN,48,48
80,02150,NaN,11,12
81,02158,NaN,40,35
82,02164,NaN,1,1
83,02170,NaN,181,181
84,02180,NaN,30,33
85,02185,NaN,9,8
86,02188,NaN,20,20
87,02195,NaN,6,6
88,02198,NaN,2,2
89,02220,NaN,18,22
90,02230,NaN,1,1
91,02240,NaN,1,1
92,02261,NaN,0,0
93,02275,NaN,1,1
94,02282,NaN,1,1
95,02290,NaN,9,10
96,04001,NaN,166,174
97,04003,NaN,387,382
98,04005,NaN,358,382
99,04007,NaN,182,169
100,04009,NaN,96,90
101,04011,NaN,21,22
102,04012,NaN,50,49
103,04013,NaN,12368,12665
104,04015,NaN,539,544
105,04017,NaN,476,476
106,04019,NaN,2373,2358
107,04021,NaN,1352,1393
108,04023,NaN,100,106
109,04025,NaN,737,670
110,04027,NaN,323,351
111,05001,NaN,17,18
112,05003,NaN,21,23
113,05005,NaN,88,86
114,05007,NaN,424,465
115,05009,NaN,102,106
116,05011,NaN,6,6
117,05013,NaN,2,2
118,05015,NaN,38,38
119,05017,NaN,6,7
120,05019,NaN,14,15
121,05021,NaN,26,28
122,05023,NaN,52,55
123,05025,NaN,10,13
124,05027,NaN,21,26
125,05029,NaN,40,42
126,05031,NaN,265,286
127,05033,NaN,94,101
128,05035,NaN,62,67
129,05037,NaN,20,23
130,05039,NaN,4,5
131,05041,NaN,10,10
132,05043,NaN,24,27
133,05045,NaN,254,261
134,05047,NaN,16,18
135,05049,NaN,30,30
136,05051,NaN,134,153
137,05053,NaN,18,21
138,05055,NaN,91,106
139,05057,NaN,36,37
140,05059,NaN,65,77
141,05061,NaN,23,24
142,05063,NaN,68,73
143,05065,NaN,22,26
144,05067,NaN,28,28
145,05069,NaN,56,67
146,05071,NaN,36,38
147,05073,NaN,3,5
148,05075,NaN,40,44
149,05077,NaN,11,10
150,05079,NaN,32,35
151,05081,NaN,11,11
152,05083,NaN,25,26
153,05085,NaN,145,149
154,05087,NaN,54,53
155,05089,NaN,52,50
156,05091,NaN,40,40
157,05093,NaN,66,70
158,05095,NaN,7,7
159,05097,NaN,9,7
160,05099,NaN,12,11
161,05101,NaN,28,28
162,05103,NaN,34,37
163,05105,NaN,14,14
164,05107,NaN,25,26
165,05109,NaN,14,14
166,05111,NaN,42,45
167,05113,NaN,14,14
168,05115,NaN,123,138
169,05117,NaN,12,14
170,05119,NaN,414,469
171,05121,NaN,50,50
172,05123,NaN,36,42
173,05125,NaN,206,236
174,05127,NaN,11,14
175,05129,NaN,20,21
176,05131,NaN,266,289
177,05133,NaN,25,27
178,05135,NaN,30,29
179,05137,NaN,15,19
180,05139,NaN,68,78
181,05141,NaN,38,39
182,05143,NaN,323,359
183,05145,NaN,141,158
184,05147,NaN,9,8
185,05149,NaN,35,42
186,06001,NaN,1050,1192
187,06003,NaN,1,1
188,06005,NaN,37,41
189,06007,NaN,150,164
190,06009,NaN,63,66
191,06011,NaN,23,27
192,06013,NaN,799,948
193,06015,NaN,22,22
194,06017,NaN,187,191
195,06019,NaN,1118,1233
196,06021,NaN,11,12
197,06023,NaN,155,162
198,06025,NaN,747,841
199,06027,NaN,32,33
200,06029,NaN,1382,1437
201,06031,NaN,255,273
202,06033,NaN,52,62
203,06035,NaN,24,23
204,06037,NaN,13045,16353
205,06039,NaN,179,201
206,06041,NaN,234,240
207,06043,NaN,22,23
208,06045,NaN,76,87
209,06047,NaN,306,315
210,06049,NaN,2,3
211,06051,NaN,30,35
212,06053,NaN,471,499
213,06055,NaN,133,158
214,06057,NaN,103,118
215,06059,NaN,2625,3246
216,06061,NaN,390,401
217,06063,NaN,32,33
218,06065,NaN,3812,4362
219,06067,NaN,1666,1803
220,06069,NaN,86,99
221,06071,NaN,3627,3795
222,06073,NaN,5230,6306
223,06075,NaN,735,848
224,06077,NaN,721,813
225,06079,NaN,298,357
226,06081,NaN,513,574
227,06083,NaN,458,529
228,06085,NaN,1493,1623
229,06087,NaN,257,270
230,06089,NaN,158,177
231,06091,NaN,0,1
232,06093,NaN,30,34
233,06095,NaN,302,340
234,06097,NaN,451,503
235,06099,NaN,687,758
236,06101,NaN,87,97
237,06103,NaN,46,52
238,06105,NaN,4,4
239,06107,NaN,587,573
240,06109,NaN,73,77
241,06111,NaN,982,1095
242,06113,NaN,201,228
243,06115,NaN,88,98
244,08001,NaN,1237,1238
245,08003,NaN,26,22
246,08005,NaN,1299,1312
247,08007,NaN,24,22
248,08009,NaN,5,5
249,08011,NaN,19,19
250,08013,NaN,591,607
251,08014,NaN,127,133
252,08015,NaN,19,17
253,08017,NaN,3,3
254,08019,NaN,11,12
255,08021,NaN,13,14
256,08023,NaN,2,2
257,08025,NaN,5,4
258,08027,NaN,5,5
259,08029,NaN,55,60
260,08031,NaN,1314,1485
261,08033,NaN,2,2
262,08035,NaN,560,565
263,08037,NaN,137,157
264,08039,NaN,40,43
265,08041,NaN,1370,1339
266,08043,NaN,99,96
267,08045,NaN,152,160
268,08047,NaN,8,9
269,08049,NaN,18,19
270,08051,NaN,21,19
271,08053,NaN,2,2
272,08055,NaN,20,20
273,08057,NaN,0,0
274,08059,NaN,1112,1094
275,08061,NaN,3,3
276,08063,NaN,22,25
277,08065,NaN,20,21
278,08067,NaN,114,120
279,08069,NaN,691,712
280,08071,NaN,26,24
281,08073,NaN,5,5
282,08075,NaN,57,57
283,08077,NaN,467,506
284,08079,NaN,1,1
285,08081,NaN,27,29
286,08083,NaN,72,66
287,08085,NaN,65,65
288,08087,NaN,50,54
289,08089,NaN,22,23
290,08091,NaN,9,9
291,08093,NaN,35,34
292,08095,NaN,6,7
293,08097,NaN,30,29
294,08099,NaN,28,29
295,08101,NaN,308,307
296,08103,NaN,13,13
297,08105,NaN,23,25
298,08107,NaN,23,25
299,08109,NaN,5,5
300,08111,NaN,1,1
301,08113,NaN,19,23
302,08115,NaN,3,3
303,08117,NaN,61,68
304,08119,NaN,40,39
305,08121,NaN,2,2
306,08123,NaN,778,816
307,08125,NaN,25,31
308,09001,NaN,4205,5318
309,09003,NaN,4945,5716
310,09005,NaN,1089,1229
311,09007,NaN,660,775
312,09009,NaN,4718,5392
313,09011,NaN,1467,1558
314,09013,NaN,721,848
315,09015,NaN,796,830
316,10001,NaN,1210,1292
317,10003,NaN,2513,2800
318,10005,NaN,1166,1278
319,11001,NaN,2145,2585
320,12001,NaN,197,231
321,12003,NaN,10,12
322,12005,NaN,59,81
323,12007,NaN,4,5
324,12009,NaN,298,318
325,12011,NaN,3650,5278
326,12013,NaN,2,4
327,12015,NaN,139,157
328,12017,NaN,43,48
329,12019,NaN,112,145
330,12021,NaN,255,285
331,12023,NaN,40,48
332,12027,NaN,5,6
333,12029,NaN,4,5
334,12031,NaN,550,674
335,12033,NaN,178,243
336,12035,NaN,66,69
337,12037,NaN,8,10
338,12039,NaN,31,37
339,12041,NaN,10,11
340,12043,NaN,2,3
341,12045,NaN,6,9
342,12047,NaN,1,1
343,12049,NaN,5,8
344,12051,NaN,16,17
345,12053,NaN,102,132
346,12055,NaN,59,71
347,12057,NaN,1032,1174
348,12059,NaN,9,12
349,12061,NaN,75,92
350,12063,NaN,29,33
351,12065,NaN,3,3
352,12067,NaN,1,1
353,12069,NaN,259,286
354,12071,NaN,507,554
355,12073,NaN,162,206
356,12075,NaN,14,16
357,12077,NaN,10,13
358,12079,NaN,7,8
359,12081,NaN,224,248
360,12083,NaN,153,196
361,12085,NaN,98,119
362,12086,NaN,7983,10452
363,12087,NaN,69,76
364,12089,NaN,55,63
365,12091,NaN,132,158
366,12093,NaN,7,9
367,12095,NaN,1256,1412
368,12097,NaN,304,349
369,12099,NaN,1836,2570
370,12101,NaN,359,409
371,12103,NaN,546,607
372,12105,NaN,424,485
373,12107,NaN,13,13
374,12109,NaN,160,171
375,12111,NaN,168,235
376,12113,NaN,77,90
377,12115,NaN,267,285
378,12117,NaN,304,411
379,12119,NaN,56,59
380,12121,NaN,15,17
381,12123,NaN,15,15
382,12125,NaN,4,4
383,12127,NaN,295,333
384,12129,NaN,8,10
385,12131,NaN,26,27
386,12133,NaN,12,12
387,13001,NaN,5,5
388,13003,NaN,3,3
389,13005,NaN,16,16
390,13007,NaN,0,0
391,13009,NaN,33,39
392,13011,NaN,15,16
393,13013,NaN,103,105
394,13015,NaN,173,182
395,13017,NaN,2,2
396,13019,NaN,11,11
397,13021,NaN,88,91
398,13023,NaN,2,1
399,13025,NaN,7,7
400,13027,NaN,3,2
401,13029,NaN,28,30
402,13031,NaN,26,28
403,13033,NaN,9,11
404,13035,NaN,27,32
405,13037,NaN,0,0
406,13039,NaN,41,46
407,13043,NaN,1,3
408,13045,NaN,128,144
409,13047,NaN,114,128
410,13049,NaN,5,6
411,13051,NaN,180,194
412,13053,NaN,50,50
413,13055,NaN,33,36
414,13057,NaN,321,344
415,13059,NaN,116,137
416,13061,NaN,1,1
417,13063,NaN,514,540
418,13065,NaN,3,3
419,13067,NaN,1013,1163
420,13069,NaN,19,20
421,13071,NaN,27,32
422,13073,NaN,146,149
423,13075,NaN,7,6
424,13077,NaN,249,254
425,13079,NaN,4,4
426,13081,NaN,11,12
427,13083,NaN,43,44
428,13085,NaN,32,35
429,13087,NaN,28,32
430,13089,NaN,983,1023
431,13091,NaN,2,2
432,13093,NaN,4,5
433,13095,NaN,28,31
434,13097,NaN,191,201
435,13099,NaN,8,10
436,13101,NaN,0,0
437,13103,NaN,36,44
438,13105,NaN,8,9
439,13107,NaN,3,0
440,13109,NaN,5,4
441,13111,NaN,29,28
442,13113,NaN,225,232
443,13115,NaN,142,165
444,13117,NaN,280,298
445,13119,NaN,16,20
446,13121,NaN,1782,1920
447,13123,NaN,46,50
448,13125,NaN,1,1
449,13127,NaN,62,67
450,13129,NaN,89,88
451,13131,NaN,5,6
452,13133,NaN,15,16
453,13135,NaN,1211,1237
454,13137,NaN,58,63
455,13139,NaN,302,348
456,13141,NaN,15,15
457,13143,NaN,31,40
458,13145,NaN,21,24
459,13147,NaN,11,10
460,13149,NaN,14,14
461,13151,NaN,312,319
462,13153,NaN,112,115
463,13155,NaN,4,5
464,13157,NaN,115,123
465,13159,NaN,11,12
466,13161,NaN,5,4
467,13163,NaN,6,6
468,13165,NaN,0,0
469,13167,NaN,5,5
470,13169,NaN,9,12
471,13171,NaN,18,18
472,13173,NaN,4,4
473,13175,NaN,47,60
474,13177,NaN,38,41
475,13179,NaN,27,32
476,13181,NaN,12,13
477,13183,NaN,8,10
478,13185,NaN,55,57
479,13187,NaN,66,67
480,13189,NaN,25,24
481,13191,NaN,1,2
482,13193,NaN,6,6
483,13195,NaN,21,22
484,13197,NaN,1,1
485,13199,NaN,23,26
486,13201,NaN,0,0
487,13205,NaN,7,8
488,13207,NaN,17,18
489,13209,NaN,3,4
490,13211,NaN,17,19
491,13213,NaN,56,60
492,13215,NaN,140,141
493,13217,NaN,178,206
494,13219,NaN,37,37
495,13221,NaN,17,19
496,13223,NaN,306,312
497,13225,NaN,13,12
498,13227,NaN,39,36
499,13229,NaN,13,14
500,13231,NaN,27,32
501,13233,NaN,45,58
502,13235,NaN,4,4
503,13237,NaN,21,26
504,13239,NaN,0,0
505,13241,NaN,15,15
506,13243,NaN,0,0
507,13245,NaN,139,148
508,13247,NaN,128,153
509,13249,NaN,6,6
510,13251,NaN,0,0
511,13253,NaN,4,4
512,13255,NaN,72,73
513,13257,NaN,15,17
514,13259,NaN,12,13
515,13261,NaN,19,21
516,13263,NaN,5,7
517,13265,NaN,0,0
518,13267,NaN,5,8
519,13269,NaN,4,4
520,13271,NaN,6,6
521,13273,NaN,8,8
522,13275,NaN,15,17
523,13277,NaN,21,22
524,13279,NaN,9,13
525,13281,NaN,8,7
526,13283,NaN,1,1
527,13285,NaN,89,111
528,13287,NaN,8,8
529,13289,NaN,4,3
530,13291,NaN,40,41
531,13293,NaN,15,15
532,13295,NaN,147,147
533,13297,NaN,108,115
534,13299,NaN,16,17
535,13301,NaN,2,1
536,13303,NaN,7,8
537,13305,NaN,2,2
538,13307,NaN,2,2
539,13309,NaN,3,3
540,13311,NaN,33,41
541,13313,NaN,146,169
542,13315,NaN,2,1
543,13317,NaN,7,6
544,13319,NaN,5,5
545,13321,NaN,15,16
546,15001,NaN,148,151
547,15003,NaN,1971,2130
548,15005,NaN,0,0
549,15007,NaN,79,87
550,15009,NaN,142,159
551,16001,NaN,644,674
552,16003,NaN,2,2
553,16005,NaN,80,85
554,16007,NaN,5,7
555,16009,NaN,40,35
556,16011,NaN,42,46
557,16013,NaN,19,17
558,16015,NaN,4,5
559,16017,NaN,54,47
560,16019,NaN,153,157
561,16021,NaN,7,7
562,16023,NaN,1,1
563,16025,NaN,0,0
564,16027,NaN,395,421
565,16029,NaN,6,6
566,16031,NaN,18,18
567,16033,NaN,1,1
568,16035,NaN,8,5
569,16037,NaN,2,2
570,16039,NaN,21,21
571,16041,NaN,26,26
572,16043,NaN,30,27
573,16045,NaN,15,18
574,16047,NaN,11,12
575,16049,NaN,9,9
576,16051,NaN,40,42
577,16053,NaN,27,30
578,16055,NaN,248,251
579,16057,NaN,33,35
580,16059,NaN,11,10
581,16061,NaN,6,5
582,16063,NaN,7,7
583,16065,NaN,47,43
584,16067,NaN,20,22
585,16069,NaN,52,56
586,16071,NaN,3,4
587,16073,NaN,15,17
588,16075,NaN,20,24
589,16077,NaN,2,2
590,16079,NaN,14,14
591,16081,NaN,15,15
592,16083,NaN,86,87
593,16085,NaN,17,17
594,16087,NaN,6,6
595,17001,NaN,413,403
596,17003,NaN,14,15
597,17005,NaN,62,59
598,17007,NaN,326,328
599,17009,NaN,20,20
600,17011,NaN,188,188
601,17013,NaN,32,30
602,17015,NaN,97,96
603,17017,NaN,78,78
604,17019,NaN,1278,1323
605,17021,NaN,189,187
606,17023,NaN,62,60
607,17025,NaN,118,118
608,17027,NaN,136,139
609,17029,NaN,230,227
610,17031,NaN,21566,23214
611,17033,NaN,72,74
612,17035,NaN,65,61
613,17037,NaN,456,455
614,17039,NaN,115,106
615,17041,NaN,106,108
616,17043,NaN,3891,4064
617,17045,NaN,131,128
618,17047,NaN,25,23
619,17049,NaN,148,144
620,17051,NaN,89,93
621,17053,NaN,78,77
622,17055,NaN,213,206
623,17057,NaN,213,212
624,17059,NaN,27,29
625,17061,NaN,110,113
626,17063,NaN,326,329
627,17065,NaN,15,17
628,17067,NaN,80,79
629,17069,NaN,24,22
630,17071,NaN,10,10
631,17073,NaN,286,293
632,17075,NaN,143,146
633,17077,NaN,176,176
634,17079,NaN,38,37
635,17081,NaN,119,121
636,17083,NaN,100,100
637,17085,NaN,68,66
638,17087,NaN,56,50
639,17089,NaN,2276,2420
640,17091,NaN,533,531
641,17093,NaN,663,655
642,17095,NaN,178,192
643,17097,NaN,2714,2839
644,17099,NaN,648,683
645,17101,NaN,106,109
646,17103,NaN,186,194
647,17105,NaN,214,221
648,17107,NaN,220,233
649,17109,NaN,132,137
650,17111,NaN,1543,1520
651,17113,NaN,866,895
652,17115,NaN,726,749
653,17117,NaN,212,206
654,17119,NaN,1232,1327
