,County,670,675,682
0,01001,NaN,65,62
1,01003,NaN,135,138
2,01005,NaN,23,24
3,01007,NaN,18,17
4,01009,NaN,79,65
5,01011,NaN,5,5
6,01013,NaN,20,19
7,01015,NaN,98,68
8,01017,NaN,5,6
9,01019,NaN,21,18
10,01021,NaN,56,47
11,01023,NaN,9,7
12,01025,NaN,15,14
13,01027,NaN,13,12
14,01029,NaN,10,10
15,01031,NaN,27,25
16,01033,NaN,51,49
17,01035,NaN,11,10
18,01037,NaN,6,5
19,01039,NaN,39,32
20,01041,NaN,21,22
21,01043,NaN,79,70
22,01045,NaN,21,20
23,01047,NaN,19,19
24,01049,NaN,65,73
25,01051,NaN,132,120
26,01053,NaN,25,22
27,01055,NaN,27,24
28,01057,NaN,63,59
29,01059,NaN,58,46
30,01061,NaN,13,11
31,01063,NaN,5,6
32,01065,NaN,12,10
33,01067,NaN,18,18
34,01069,NaN,60,58
35,01071,NaN,15,15
36,01073,NaN,145,137
37,01075,NaN,45,33
38,01077,NaN,70,68
39,01079,NaN,56,53
40,01081,NaN,83,79
41,01083,NaN,96,93
42,01085,NaN,1,1
43,01087,NaN,4,3
44,01089,NaN,162,163
45,01091,NaN,9,9
46,01093,NaN,24,22
47,01095,NaN,50,40
48,01097,NaN,274,326
49,01099,NaN,10,9
50,01101,NaN,88,78
51,01103,NaN,119,92
52,01105,NaN,3,3
53,01107,NaN,19,18
54,01109,NaN,16,16
55,01111,NaN,14,11
56,01113,NaN,35,29
57,01115,NaN,63,68
58,01117,NaN,134,149
59,01119,NaN,7,7
60,01121,NaN,49,49
61,01123,NaN,14,8
62,01125,NaN,171,170
63,01127,NaN,98,100
64,01129,NaN,7,7
65,01131,NaN,17,14
66,01133,NaN,16,15
67,02013,NaN,2,2
68,02016,NaN,2,2
69,02020,NaN,824,726
70,02050,NaN,185,185
71,02060,NaN,0,0
72,02068,NaN,6,6
73,02070,NaN,12,12
74,02090,NaN,256,236
75,02100,NaN,2,2
76,02105,NaN,0,0
77,02110,NaN,48,40
78,02122,NaN,167,158
79,02130,NaN,74,56
80,02150,NaN,18,14
81,02158,NaN,40,37
