,County,677,682,689
0,01001,NaN,49,58
1,01003,NaN,105,101
2,01005,NaN,14,15
3,01007,NaN,10,12
4,01009,NaN,82,82
5,01011,NaN,1,1
6,01013,NaN,20,21
7,01015,NaN,60,50
8,01017,NaN,3,6
9,01019,NaN,27,28
10,01021,NaN,50,48
11,01023,NaN,3,3
12,01025,NaN,13,13
13,01027,NaN,6,3
14,01029,NaN,9,9
15,01031,NaN,28,27
16,01033,NaN,45,46
17,01035,NaN,6,4
18,01037,NaN,10,11
19,01039,NaN,41,42
20,01041,NaN,16,13
21,01043,NaN,69,70
22,01045,NaN,11,10
23,01047,NaN,7,8
24,01049,NaN,82,88
25,01051,NaN,29,31
26,01053,NaN,19,20
27,01055,NaN,21,20
28,01057,NaN,31,27
29,01059,NaN,56,57
30,01061,NaN,11,14
31,01063,NaN,2,2
32,01065,NaN,12,13
33,01067,NaN,10,11
34,01069,NaN,40,42
35,01071,NaN,13,14
36,01073,NaN,76,87
37,01075,NaN,25,23
38,01077,NaN,63,67
39,01079,NaN,50,44
40,01081,NaN,66,65
41,01083,NaN,51,58
42,01085,NaN,2,2
43,01087,NaN,8,8
44,01089,NaN,148,148
45,01091,NaN,1,1
46,01093,NaN,19,20
47,01095,NaN,33,34
48,01097,NaN,231,208
49,01099,NaN,9,9
50,01101,NaN,51,42
51,01103,NaN,98,108
52,01105,NaN,0,1
53,01107,NaN,11,11
54,01109,NaN,17,18
55,01111,NaN,4,4
56,01113,NaN,22,25
57,01115,NaN,49,55
58,01117,NaN,113,118
59,01119,NaN,10,13
60,01121,NaN,47,48
61,01123,NaN,32,28
62,01125,NaN,151,153
63,01127,NaN,79,78
64,01129,NaN,9,9
65,01131,NaN,12,12
66,01133,NaN,8,10
67,02013,NaN,2,2
68,02016,NaN,3,3
69,02020,NaN,592,505
70,02050,NaN,132,111
71,02060,NaN,0,0
72,02068,NaN,2,2
73,02070,NaN,8,7
74,02090,NaN,226,203
75,02100,NaN,0,0
76,02105,NaN,0,0
77,02110,NaN,50,35
78,02122,NaN,101,99
79,02130,NaN,57,52
80,02150,NaN,12,11
81,02158,NaN,28,27
82,02164,NaN,3,3
83,02170,NaN,308,273
84,02180,NaN,73,61
85,02185,NaN,35,31
86,02188,NaN,64,54
87,02195,NaN,20,16
88,02198,NaN,9,10
89,02220,NaN,7,6
90,02230,NaN,0,0
91,02240,NaN,17,14
92,02261,NaN,0,0
93,02275,NaN,7,8
94,02282,NaN,4,4
95,02290,NaN,8,8
96,04001,NaN,244,246
97,04003,NaN,542,508
98,04005,NaN,435,418
99,04007,NaN,268,228
100,04009,NaN,178,180
101,04011,NaN,37,32
102,04012,NaN,44,42
103,04013,NaN,16283,14944
104,04015,NaN,513,512
105,04017,NaN,562,500
106,04019,NaN,4156,3814
107,04021,NaN,1793,1678
108,04023,NaN,181,142
109,04025,NaN,1102,977
110,04027,NaN,264,296
111,05001,NaN,9,7
112,05003,NaN,7,7
113,05005,NaN,59,59
114,05007,NaN,323,361
115,05009,NaN,57,58
116,05011,NaN,11,12
117,05013,NaN,3,3
118,05015,NaN,26,28
119,05017,NaN,2,2
120,05019,NaN,24,29
121,05021,NaN,24,25
122,05023,NaN,47,52
123,05025,NaN,5,5
124,05027,NaN,5,6
125,05029,NaN,28,28
126,05031,NaN,155,166
127,05033,NaN,49,47
128,05035,NaN,49,48
129,05037,NaN,6,6
130,05039,NaN,2,2
131,05041,NaN,9,9
132,05043,NaN,6,7
133,05045,NaN,187,212
134,05047,NaN,19,20
135,05049,NaN,42,42
136,05051,NaN,42,43
137,05053,NaN,10,11
138,05055,NaN,61,65
139,05057,NaN,12,12
140,05059,NaN,30,27
141,05061,NaN,16,17
142,05063,NaN,130,122
143,05065,NaN,35,32
144,05067,NaN,48,48
145,05069,NaN,32,31
146,05071,NaN,14,14
147,05073,NaN,1,2
148,05075,NaN,25,28
149,05077,NaN,15,14
150,05079,NaN,10,10
151,05081,NaN,7,7
152,05083,NaN,20,20
153,05085,NaN,88,104
154,05087,NaN,50,49
155,05089,NaN,33,32
156,05091,NaN,36,39
157,05093,NaN,72,68
158,05095,NaN,4,4
159,05097,NaN,3,3
160,05099,NaN,8,9
161,05101,NaN,8,9
162,05103,NaN,14,14
163,05105,NaN,12,13
164,05107,NaN,3,4
165,05109,NaN,5,6
166,05111,NaN,38,38
167,05113,NaN,7,8
168,05115,NaN,78,77
169,05117,NaN,1,1
170,05119,NaN,357,380
171,05121,NaN,28,26
172,05123,NaN,12,10
173,05125,NaN,94,106
174,05127,NaN,8,8
175,05129,NaN,8,8
176,05131,NaN,153,159
177,05133,NaN,26,23
178,05135,NaN,60,54
179,05137,NaN,36,36
180,05139,NaN,38,36
181,05141,NaN,17,18
182,05143,NaN,254,306
183,05145,NaN,135,135
184,05147,NaN,7,8
185,05149,NaN,26,28
186,06001,NaN,567,645
187,06003,NaN,1,1
188,06005,NaN,23,19
189,06007,NaN,131,119
190,06009,NaN,31,27
191,06011,NaN,21,22
192,06013,NaN,470,472
193,06015,NaN,24,23
194,06017,NaN,91,88
195,06019,NaN,801,735
196,06021,NaN,8,6
197,06023,NaN,97,97
198,06025,NaN,318,310
199,06027,NaN,35,32
200,06029,NaN,1229,1100
201,06031,NaN,177,178
202,06033,NaN,31,34
203,06035,NaN,40,41
204,06037,NaN,6384,6769
205,06039,NaN,167,160
206,06041,NaN,83,85
207,06043,NaN,18,16
208,06045,NaN,98,96
209,06047,NaN,231,229
210,06049,NaN,7,7
211,06051,NaN,32,36
212,06053,NaN,202,204
213,06055,NaN,72,77
214,06057,NaN,98,98
215,06059,NaN,1305,1312
216,06061,NaN,212,192
217,06063,NaN,19,20
218,06065,NaN,1768,1790
219,06067,NaN,795,784
220,06069,NaN,37,39
221,06071,NaN,1711,1461
222,06073,NaN,2487,2487
223,06075,NaN,300,305
224,06077,NaN,440,426
225,06079,NaN,195,197
226,06081,NaN,228,232
227,06083,NaN,270,244
228,06085,NaN,871,839
229,06087,NaN,177,183
230,06089,NaN,227,183
231,06091,NaN,3,3
232,06093,NaN,28,28
233,06095,NaN,173,182
234,06097,NaN,197,191
235,06099,NaN,695,759
236,06101,NaN,53,53
237,06103,NaN,42,38
238,06105,NaN,18,19
239,06107,NaN,391,351
240,06109,NaN,57,60
241,06111,NaN,314,302
242,06113,NaN,98,90
243,06115,NaN,47,47
244,08001,NaN,1746,1646
245,08003,NaN,89,83
246,08005,NaN,1986,1955
247,08007,NaN,70,67
248,08009,NaN,15,15
249,08011,NaN,32,30
250,08013,NaN,691,691
251,08014,NaN,147,159
252,08015,NaN,60,63
253,08017,NaN,12,9
254,08019,NaN,23,23
255,08021,NaN,27,24
256,08023,NaN,7,7
257,08025,NaN,13,14
258,08027,NaN,6,6
259,08029,NaN,85,82
260,08031,NaN,2338,2238
261,08033,NaN,3,3
262,08035,NaN,1094,1070
263,08037,NaN,159,149
264,08039,NaN,55,51
265,08041,NaN,2234,2139
266,08043,NaN,229,186
267,08045,NaN,126,124
268,08047,NaN,9,9
269,08049,NaN,24,23
270,08051,NaN,40,42
271,08053,NaN,0,0
272,08055,NaN,32,30
273,08057,NaN,3,3
274,08059,NaN,1836,1836
275,08061,NaN,4,4
276,08063,NaN,29,27
277,08065,NaN,26,24
278,08067,NaN,173,175
279,08069,NaN,923,900
280,08071,NaN,61,58
281,08073,NaN,13,14
282,08075,NaN,66,66
283,08077,NaN,669,644
284,08079,NaN,1,1
285,08081,NaN,36,35
286,08083,NaN,107,107
287,08085,NaN,157,144
288,08087,NaN,108,106
289,08089,NaN,101,94
290,08091,NaN,8,8
291,08093,NaN,49,50
292,08095,NaN,12,13
293,08097,NaN,27,29
294,08099,NaN,36,36
295,08101,NaN,631,573
296,08103,NaN,18,16
297,08105,NaN,47,48
298,08107,NaN,52,52
299,08109,NaN,16,15
300,08111,NaN,1,1
301,08113,NaN,15,13
302,08115,NaN,6,5
303,08117,NaN,115,115
304,08119,NaN,84,78
305,08121,NaN,7,7
306,08123,NaN,1040,990
307,08125,NaN,17,19
308,09001,NaN,1108,1108
309,09003,NaN,1012,1063
310,09005,NaN,280,306
311,09007,NaN,223,273
312,09009,NaN,1320,1484
313,09011,NaN,596,652
314,09013,NaN,160,176
315,09015,NaN,332,356
316,10001,NaN,556,548
317,10003,NaN,1289,1237
318,10005,NaN,500,488
319,11001,NaN,560,546
320,12001,NaN,69,74
321,12003,NaN,4,3
322,12005,NaN,28,21
323,12007,NaN,6,7
324,12009,NaN,125,148
325,12011,NaN,528,416
326,12013,NaN,1,1
327,12015,NaN,48,45
328,12017,NaN,28,27
329,12019,NaN,30,29
330,12021,NaN,94,85
331,12023,NaN,14,14
332,12027,NaN,7,6
333,12029,NaN,2,2
334,12031,NaN,130,116
335,12033,NaN,50,48
336,12035,NaN,28,29
337,12037,NaN,1,1
338,12039,NaN,7,7
339,12041,NaN,2,2
340,12043,NaN,1,1
341,12045,NaN,1,1
342,12047,NaN,0,1
343,12049,NaN,5,5
344,12051,NaN,7,8
345,12053,NaN,25,21
346,12055,NaN,20,21
347,12057,NaN,672,592
348,12059,NaN,2,3
349,12061,NaN,24,28
350,12063,NaN,7,7
351,12065,NaN,3,2
352,12067,NaN,1,1
353,12069,NaN,139,129
354,12071,NaN,124,146
355,12073,NaN,55,55
356,12075,NaN,14,11
357,12077,NaN,0,0
358,12079,NaN,12,10
359,12081,NaN,86,89
360,12083,NaN,71,69
361,12085,NaN,33,34
362,12086,NaN,1039,931
363,12087,NaN,38,31
364,12089,NaN,28,21
365,12091,NaN,45,47
366,12093,NaN,7,8
367,12095,NaN,164,144
368,12097,NaN,148,136
369,12099,NaN,412,358
370,12101,NaN,130,122
371,12103,NaN,197,160
372,12105,NaN,200,171
373,12107,NaN,15,14
374,12109,NaN,88,80
375,12111,NaN,36,36
376,12113,NaN,36,34
377,12115,NaN,111,121
378,12117,NaN,146,189
379,12119,NaN,30,20
380,12121,NaN,14,13
381,12123,NaN,1,1
382,12125,NaN,2,2
383,12127,NaN,163,188
384,12129,NaN,6,7
385,12131,NaN,18,16
386,12133,NaN,1,1
387,13001,NaN,4,4
388,13003,NaN,3,3
389,13005,NaN,7,7
390,13007,NaN,1,1
391,13009,NaN,13,13
392,13011,NaN,9,10
393,13013,NaN,50,56
394,13015,NaN,112,130
395,13017,NaN,4,3
396,13019,NaN,2,2
397,13021,NaN,68,71
398,13023,NaN,6,6
399,13025,NaN,6,6
400,13027,NaN,2,1
401,13029,NaN,12,11
402,13031,NaN,24,29
403,13033,NaN,2,1
404,13035,NaN,9,9
405,13037,NaN,1,1
406,13039,NaN,13,10
407,13043,NaN,1,1
408,13045,NaN,60,67
409,13047,NaN,48,56
410,13049,NaN,4,4
411,13051,NaN,104,108
412,13053,NaN,37,35
413,13055,NaN,15,15
414,13057,NaN,106,106
415,13059,NaN,49,50
416,13061,NaN,1,1
417,13063,NaN,112,115
418,13065,NaN,2,2
419,13067,NaN,541,568
420,13069,NaN,13,13
421,13071,NaN,6,5
422,13073,NaN,82,75
423,13075,NaN,4,4
424,13077,NaN,92,103
425,13079,NaN,0,1
426,13081,NaN,7,6
427,13083,NaN,8,8
428,13085,NaN,19,20
429,13087,NaN,10,13
430,13089,NaN,352,350
431,13091,NaN,5,4
432,13093,NaN,2,2
433,13095,NaN,15,14
434,13097,NaN,74,75
435,13099,NaN,1,2
436,13101,NaN,1,2
437,13103,NaN,26,28
438,13105,NaN,16,16
439,13107,NaN,10,9
440,13109,NaN,4,5
441,13111,NaN,12,11
442,13113,NaN,61,62
443,13115,NaN,88,98
444,13117,NaN,175,190
445,13119,NaN,11,10
446,13121,NaN,548,595
447,13123,NaN,16,18
448,13125,NaN,0,0
449,13127,NaN,23,25
450,13129,NaN,36,35
451,13131,NaN,6,7
452,13133,NaN,6,5
453,13135,NaN,586,646
454,13137,NaN,41,41
455,13139,NaN,128,148
456,13141,NaN,3,3
457,13143,NaN,11,12
458,13145,NaN,11,10
