,State,264,269,276,283,290
0,Washington,2190,20,20,15,11
1,Illinois,9243,232,268,259,246
2,California,16586,380,393,341,297
3,Arizona,5759,40,35,26,19
4,Massachusetts,9617,178,200,187,175
5,Wisconsin,1474,167,283,430,701
6,Texas,16995,620,661,600,526
7,Nebraska,522,18,20,17,15
8,Utah,522,75,91,93,93
9,Oregon,599,14,15,12,10
10,Florida,15412,1758,2115,2140,2121
11,New York,33301,61,68,60,49
12,Rhode Island,1130,9,9,7,6
13,Georgia,7429,316,340,305,275
14,New Hampshire,456,16,23,30,37
15,North Carolina,3773,142,152,132,116
16,New Jersey,16175,45,50,45,42
17,Colorado,2116,43,56,58,57
18,Maryland,4003,51,55,50,46
19,Nevada,1664,36,38,32,28
20,Tennessee,2774,213,246,236,220
21,Hawaii,169,23,28,28,28
22,Indiana,3795,143,175,180,181
23,Kentucky,1255,54,58,52,45
24,Minnesota,2197,124,151,157,166
25,Oklahoma,1104,53,56,48,42
26,Pennsylvania,8347,153,172,162,151
27,South Carolina,3559,75,73,59,48
28,District of Columbia,637,11,13,12,10
29,Kansas,787,58,66,62,59
30,Missouri,2424,171,217,224,218
31,Vermont,58,0,0,0,0
32,Virginia,3361,107,109,92,77
33,Connecticut,4532,12,16,17,19
34,Iowa,1481,76,90,87,86
35,Louisiana,5669,179,196,179,170
36,Ohio,5005,74,69,54,42
37,Michigan,7225,58,60,47,37
38,South Dakota,288,29,40,44,51
39,Arkansas,1586,219,243,228,213
40,Delaware,656,16,18,17,15
41,Mississippi,3101,86,91,79,70
42,New Mexico,915,39,44,41,38
43,North Dakota,345,68,87,93,101
44,Wyoming,54,0,0,0,0
45,Alaska,60,2,2,1,1
46,Maine,143,1,0,0,0
47,Alabama,2665,45,47,39,31
48,Idaho,510,14,14,10,7
49,Montana,212,21,21,18,15
50,Puerto Rico,735,NaN,NaN,NaN,NaN
51,Virgin Islands,20,NaN,NaN,NaN,NaN
52,Guam,60,NaN,NaN,NaN,NaN
53,West Virginia,388,16,15,12,9
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
