,State,165,171,178,185,192
0,Washington,1359,50,61,73,88
1,Illinois,7020,143,170,193,233
2,California,6373,423,413,434,453
3,Arizona,1825,248,314,349,365
4,Massachusetts,8183,133,139,141,153
5,Wisconsin,796,22,32,41,53
6,Texas,3000,263,333,394,447
7,Nebraska,284,17,19,20,21
8,Utah,184,18,18,21,24
9,Oregon,215,14,18,24,30
10,Florida,3731,438,564,655,731
11,New York,32244,261,253,272,311
12,Rhode Island,960,28,26,22,21
13,Georgia,2860,105,145,184,233
14,New Hampshire,381,14,11,9,8
15,North Carolina,1423,66,79,82,84
16,New Jersey,15211,226,238,239,258
17,Colorado,1701,26,33,38,46
18,Maryland,3243,80,88,89,94
19,Nevada,534,41,54,68,83
20,Tennessee,645,77,106,134,171
21,Hawaii,19,1,1,1,1
22,Indiana,2693,76,87,96,111
23,Kentucky,585,25,27,28,28
24,Minnesota,1508,42,36,33,29
25,Oklahoma,398,14,19,23,26
26,Pennsylvania,6753,138,115,86,47
27,South Carolina,820,125,171,213,258
28,District of Columbia,559,9,7,6,5
29,Kansas,284,20,28,37,47
30,Missouri,1051,39,54,69,87
31,Vermont,56,0,0,0,0
32,Virginia,1853,121,130,131,132
33,Connecticut,4335,26,23,18,14
34,Iowa,721,18,23,28,34
35,Louisiana,3288,119,148,172,195
36,Ohio,2911,126,178,226,281
37,Michigan,6218,61,75,79,83
38,South Dakota,97,6,7,8,8
39,Arkansas,287,31,41,46,48
40,Delaware,512,6,9,12,15
41,Mississippi,1111,98,134,162,191
42,New Mexico,513,24,34,43,54
43,North Dakota,80,2,4,6,9
44,Wyoming,20,1,2,3,4
45,Alaska,16,2,3,4,5
46,Maine,109,5,4,4,4
47,Alabama,1007,103,147,182,222
48,Idaho,93,4,7,11,15
49,Montana,23,1,1,2,2
50,Puerto Rico,155,NaN,NaN,NaN,NaN
51,Virgin Islands,6,NaN,NaN,NaN,NaN
52,Guam,5,NaN,NaN,NaN,NaN
53,West Virginia,94,5,8,11,16
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
