,Region,691,696,703,710,717
0,Belgium,,69211,37028,13819,2367
1,Bulgaria,,9758,8352,7272,6498
2,Czechia,,61650,15340,0,0
3,Denmark,,55466,68654,84470,102998
4,Germany,,296335,239504,186542,141008
5,Estonia,,2954,2696,2541,2436
6,Ireland,,29581,31371,33632,35808
7,Greece,,30701,25973,22566,20190
8,Spain,,89861,86700,81740,75146
9,France,,330226,263933,160608,69551
10,Croatia,,20437,17160,14186,11539
11,Italy,,115791,109884,96437,78637
12,Cyprus,,4488,3932,3435,2755
13,Latvia,,4092,3412,3023,2684
14,Lithuania,,10400,9287,7922,6601
15,Luxembourg,,2629,2605,2607,2618
16,Hungary,,19670,6,0,0
17,Malta,,639,602,488,405
18,Netherlands,,110386,93559,81380,75774
19,Austria,,15092,4644,103,0
20,Poland,,142069,113483,72590,34107
21,Portugal,,29028,28059,25137,21150
22,Romania,,4466,3472,3153,3386
23,Slovenia,,8071,6462,5318,4533
24,Slovakia,,29434,3814,0,0
25,Finland,,10401,11068,11769,12515
26,Sweden,,16718,16252,15089,13614
27,United Kingdom,,359617,347002,327596,311340
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,221,18,0,0
30,Norway,,36156,37672,37314,36490
31,Switzerland,,73851,78236,81445,84117
