,Region,698,703,710,717,724
0,Belgium,,42416,21202,8321,2227
1,Bulgaria,,9363,8368,7628,7008
2,Czechia,,26832,1709,0,0
3,Denmark,,80932,100585,122056,146895
4,Germany,,208114,137249,78658,37025
5,Estonia,,3679,3596,3612,3595
6,Ireland,,34854,34966,35588,36272
7,Greece,,27359,24727,23260,22584
8,Spain,,220541,249187,246135,215402
9,France,,318033,230375,139691,64940
10,Croatia,,20859,18812,17139,15522
11,Italy,,211451,270948,337032,411182
12,Cyprus,,4156,3762,3206,2621
13,Latvia,,5941,6309,6942,7414
14,Lithuania,,11215,11059,10858,10627
15,Luxembourg,,2634,2564,2509,2461
16,Hungary,,17899,5046,4,0
17,Malta,,1109,1135,1156,1013
18,Netherlands,,67566,30661,11638,2687
19,Austria,,13958,8444,4898,2826
20,Poland,,97342,49862,11582,0
21,Portugal,,30630,28428,24622,20155
22,Romania,,6436,7109,8233,9797
23,Slovenia,,7519,7016,6809,6833
24,Slovakia,,23251,8075,221,0
25,Finland,,13480,13998,15491,16500
26,Sweden,,21619,20223,17399,14444
27,United Kingdom,,575927,569307,518583,458144
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,239,142,62,15
30,Norway,,31798,29766,28412,28639
31,Switzerland,,57301,50981,45140,40613
