,Region,656,661,668,675,682
0,Belgium,,51351,45524,37569,29428
1,Bulgaria,,22828,15189,10220,8070
2,Czechia,,86258,139177,222122,351826
3,Denmark,,12955,9866,6315,3848
4,Germany,,183780,183670,173668,156902
5,Estonia,,13547,14141,14806,14600
6,Ireland,,25142,27363,29627,32275
7,Greece,,47650,46105,38312,28949
8,Spain,,21604,36063,54294,73553
9,France,,60063,77219,86832,91511
10,Croatia,,36052,41429,45896,49115
11,Italy,,38107,39473,38961,36990
12,Cyprus,,1924,2350,2673,2815
13,Latvia,,15870,13776,11028,8022
14,Lithuania,,16551,13689,10975,8322
15,Luxembourg,,983,773,619,535
16,Hungary,,42134,60643,85994,120561
17,Malta,,217,216,246,254
18,Netherlands,,80131,80938,70027,54596
19,Austria,,76035,109645,153175,209209
20,Poland,,111738,164660,239351,348617
21,Portugal,,7729,8575,9246,9752
22,Romania,,30786,8079,0,0
23,Slovenia,,22970,25921,28494,30653
24,Slovakia,,45856,60974,80664,106538
25,Finland,,4260,3792,3403,3041
26,Sweden,,5094,4831,4649,4532
27,United Kingdom,,229116,220087,217062,217672
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,11068,11320,10446,8814
31,Switzerland,,14809,13720,11781,10109
