,Region,684,689,696,703,710
0,Belgium,,129057,130530,129605,126367
1,Bulgaria,,11242,8836,7091,5963
2,Czechia,,84332,36370,2284,0
3,Denmark,,34330,37454,41497,47175
4,Germany,,371678,330038,277877,220695
5,Estonia,,2724,2283,1861,1570
6,Ireland,,32554,32901,33797,35206
7,Greece,,35658,29945,25151,21350
8,Spain,,83540,87730,88269,85757
9,France,,337896,333350,262852,162089
10,Croatia,,25930,23531,21130,18793
11,Italy,,112802,117617,113387,101792
12,Cyprus,,4499,4598,4191,3426
13,Latvia,,4123,3244,2638,2150
14,Lithuania,,11042,10195,9205,8228
15,Luxembourg,,2857,2865,2804,2722
16,Hungary,,54216,27726,3983,0
17,Malta,,621,656,623,511
18,Netherlands,,132388,104442,81677,64311
19,Austria,,87430,83467,78712,73829
20,Poland,,153372,124937,80521,35799
21,Portugal,,24002,22703,19962,16571
22,Romania,,5861,3541,2241,1637
23,Slovenia,,8684,5705,3631,2405
24,Slovakia,,76106,70627,62681,52947
25,Finland,,9043,9734,10150,10756
26,Sweden,,9951,8414,7147,6075
27,United Kingdom,,319055,313292,304113,296306
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,NaN,NaN,NaN,NaN
30,Norway,,28994,33045,36338,39519
31,Switzerland,,65753,70316,72370,72917
