,State,424,430,437,444,451
0,Washington,354782,5558,5835,5945,5969
1,Illinois,1221775,13163,14133,15359,15802
2,California,3641876,15223,14242,13419,13096
3,Arizona,836253,2817,2423,2304,2214
4,Massachusetts,614668,13750,15116,16419,16664
5,Wisconsin,629407,4039,4053,4111,4139
6,Texas,2754616,21172,19228,18472,18027
7,Nebraska,206388,1623,1668,1663,1695
8,Utah,381629,3045,2994,2975,2930
9,Oregon,161531,1978,2010,2067,2107
10,Florida,2008349,32880,33298,34115,34752
11,New York,1782769,34118,34014,32628,29372
12,Rhode Island,133039,2182,2198,2190,2028
13,Georgia,1045694,11156,10040,9965,10083
14,New Hampshire,80543,1906,2055,2138,2170
15,North Carolina,895263,10999,11136,10929,10359
16,New Jersey,865886,30645,33019,35006,35149
17,Colorado,450630,6989,7285,7458,7233
18,Maryland,400023,7550,8150,8660,8921
19,Nevada,301178,1834,1754,1745,1677
20,Tennessee,798621,6872,7334,7030,6095
21,Hawaii,29120,520,527,541,566
22,Indiana,677905,5545,5764,6102,6415
23,Kentucky,420828,3772,3461,2978,2506
24,Minnesota,505224,8673,9962,11226,11382
25,Oklahoma,434491,1554,1554,1372,1191
26,Pennsylvania,988656,22730,25039,27137,26920
27,South Carolina,541582,7826,7605,7725,7731
28,District of Columbia,43229,704,707,687,659
29,Kansas,301519,1209,1166,1139,1108
30,Missouri,575253,4066,4075,4087,4361
31,Vermont,17740,904,855,816,809
32,Virginia,604904,10534,11451,12429,13168
33,Connecticut,296691,5296,5223,5134,4690
34,Iowa,345785,2730,2826,2844,2856
35,Louisiana,439737,1569,1830,1701,1502
36,Ohio,999750,10560,11158,11673,11212
37,Michigan,691070,22931,25243,25532,25570
38,South Dakota,115867,1171,1197,1225,1270
39,Arkansas,328655,1223,1260,1233,1186
40,Delaware,92287,2020,2011,1998,2106
41,Mississippi,302837,1772,1744,1674,1624
42,New Mexico,189731,1269,1218,1193,1263
43,North Dakota,101651,645,684,748,767
44,Wyoming,55581,312,318,288,264
45,Alaska,61086,690,695,659,580
46,Maine,48464,1463,1554,1628,1708
47,Alabama,511460,4373,4093,4159,3977
48,Idaho,177420,2076,2141,2170,2154
49,Montana,103060,1009,1020,1028,1042
50,Puerto Rico,104516,1737,1783,1853,1958
51,Virgin Islands,2767,6,6,4,4
52,Guam,7780,9,10,11,11
53,West Virginia,137826,2410,2439,2366,2314
54,Northern Mariana Islands,157,1,2,3,4
55,American Samoa,0,0,0,0,0
