,State,544,549,556,563,570,577,584
0,Washington,NaN,1351,1038,784,583,427,307
1,Illinois,NaN,177,100,54,30,16,8
2,California,NaN,18524,21649,25015,28390,31430,33728
3,Arizona,NaN,3796,3750,3687,3606,3507,3386
4,Massachusetts,NaN,80,50,31,19,12,7
5,Wisconsin,NaN,36,18,9,4,2,1
6,Texas,NaN,9724,9274,8810,8329,7836,7314
7,Nebraska,NaN,435,261,142,74,38,19
8,Utah,NaN,2876,2910,2901,2843,2735,2577
9,Oregon,NaN,503,392,301,229,172,129
10,Florida,NaN,53239,69230,73199,62744,45060,28504
11,New York,NaN,258,150,84,45,24,12
12,Rhode Island,NaN,3,2,1,0,0,0
13,Georgia,NaN,1878,1482,1099,762,493,298
14,New Hampshire,NaN,16,11,7,5,3,2
15,North Carolina,NaN,884,692,543,426,334,262
16,New Jersey,NaN,2879,3751,4819,5951,6905,7391
17,Colorado,NaN,1808,1481,1175,898,660,465
18,Maryland,NaN,44,26,17,10,6,4
19,Nevada,NaN,4424,3631,2620,1728,1076,648
20,Tennessee,NaN,265,189,133,94,65,44
21,Hawaii,NaN,1738,4477,10862,20499,27221,25710
22,Indiana,NaN,1082,891,729,592,476,379
23,Kentucky,NaN,25,10,4,2,0,1
24,Minnesota,NaN,49,27,14,8,5,2
25,Oklahoma,NaN,5,3,1,0,1,0
26,Pennsylvania,NaN,213,131,79,48,29,16
27,South Carolina,NaN,348,259,190,138,99,70
28,District of Columbia,NaN,244,185,117,72,43,25
29,Kansas,NaN,1001,854,699,549,411,295
30,Missouri,NaN,16820,19537,20271,19136,16893,14284
31,Vermont,NaN,3,1,0,1,0,0
32,Virginia,NaN,463,340,246,175,122,85
33,Connecticut,NaN,12,6,4,1,1,1
34,Iowa,NaN,123,88,61,42,29,19
35,Louisiana,NaN,10062,9096,7660,6329,5168,4168
36,Ohio,NaN,378,250,164,104,65,40
37,Michigan,NaN,713,370,189,95,47,23
38,South Dakota,NaN,0,0,0,0,0,0
39,Arkansas,NaN,13580,21710,30833,36879,36540,30483
40,Delaware,NaN,23,13,8,4,2,2
41,Mississippi,NaN,6144,12803,23801,34842,38574,33431
42,New Mexico,NaN,162,124,94,72,55,41
43,North Dakota,NaN,24,15,10,6,4,2
44,Wyoming,NaN,565,551,528,497,460,419
45,Alaska,NaN,8,5,3,1,1,1
46,Maine,NaN,30,18,11,6,3,2
47,Alabama,NaN,1748,1578,1403,1225,1049,881
48,Idaho,NaN,433,374,320,271,226,186
49,Montana,NaN,313,238,168,108,66,37
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,48,24,12,6,3,1
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
