,State,523,528,535,542,549,556,563
0,Washington,NaN,1647,1123,736,465,285,167
1,Illinois,NaN,578,320,173,90,47,23
2,California,NaN,4894,4198,3551,2963,2435,1970
3,Arizona,NaN,2095,1668,1278,941,669,453
4,Massachusetts,NaN,156,81,40,18,9,4
5,Wisconsin,NaN,168,84,40,18,9,4
6,Texas,NaN,5516,4355,3364,2541,1871,1347
7,Nebraska,NaN,45,27,16,9,5,2
8,Utah,NaN,695,446,266,149,78,39
9,Oregon,NaN,871,658,488,357,254,178
10,Florida,NaN,1719,995,559,304,161,84
11,New York,NaN,1097,697,430,258,150,84
12,Rhode Island,NaN,30,15,7,3,2,1
13,Georgia,NaN,1156,818,559,369,236,145
14,New Hampshire,NaN,57,37,25,16,11,7
15,North Carolina,NaN,860,559,360,229,146,92
16,New Jersey,NaN,474,249,129,65,33,17
17,Colorado,NaN,1523,1093,761,512,332,208
18,Maryland,NaN,181,113,70,44,26,17
19,Nevada,NaN,1602,1506,1414,1324,1236,1150
20,Tennessee,NaN,163,81,39,18,8,3
21,Hawaii,NaN,241,202,168,138,111,90
22,Indiana,NaN,916,599,378,230,135,77
23,Kentucky,NaN,322,138,58,25,10,4
24,Minnesota,NaN,203,111,60,32,17,9
25,Oklahoma,NaN,51,25,12,5,3,1
26,Pennsylvania,NaN,843,535,336,208,127,77
27,South Carolina,NaN,155,78,37,17,7,4
28,District of Columbia,NaN,31,21,14,9,7,4
29,Kansas,NaN,480,358,256,172,110,67
30,Missouri,NaN,1453,1040,709,465,294,181
31,Vermont,NaN,12,6,3,2,1,1
32,Virginia,NaN,248,131,68,33,16,7
33,Connecticut,NaN,72,40,23,12,6,4
34,Iowa,NaN,151,91,52,29,16,8
35,Louisiana,NaN,1579,1298,1032,797,594,427
36,Ohio,NaN,918,621,410,266,170,105
37,Michigan,NaN,440,249,140,77,42,23
38,South Dakota,NaN,5,3,1,0,0,0
39,Arkansas,NaN,1640,1624,1576,1492,1376,1234
40,Delaware,NaN,63,36,20,10,6,2
41,Mississippi,NaN,401,269,171,101,57,30
42,New Mexico,NaN,327,234,167,118,84,59
43,North Dakota,NaN,62,39,22,13,8,3
44,Wyoming,NaN,461,407,352,300,254,211
45,Alaska,NaN,77,52,35,22,15,9
46,Maine,NaN,88,51,28,16,8,5
47,Alabama,NaN,609,358,197,102,49,23
48,Idaho,NaN,521,455,393,336,284,239
49,Montana,NaN,636,685,717,718,678,600
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,305,187,108,59,31,15
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
