,State,621,626,633,640,647,654,661
0,Washington,NaN,14564,11557,8827,6490,4621,3159
1,Illinois,NaN,17932,14481,11269,8458,6122,4293
2,California,NaN,27242,19418,13538,9254,6216,4112
3,Arizona,NaN,12717,10288,8036,6098,4478,3189
4,Massachusetts,NaN,13724,13157,12324,11263,10060,8776
5,Wisconsin,NaN,21995,21202,19329,16667,13614,10555
6,Texas,NaN,64271,49988,37814,28034,20279,14376
7,Nebraska,NaN,3411,2628,1938,1379,950,638
8,Utah,NaN,9132,7891,6587,5340,4218,3255
9,Oregon,NaN,7918,6471,5204,4121,3223,2491
10,Florida,NaN,26963,17919,11648,7421,4642,2852
11,New York,NaN,33498,31863,29654,27069,24195,21196
12,Rhode Island,NaN,1846,1617,1380,1151,940,752
13,Georgia,NaN,14424,9012,5428,3174,1813,1015
14,New Hampshire,NaN,3161,3015,2772,2463,2115,1758
15,North Carolina,NaN,29531,23730,18505,14050,10404,7552
16,New Jersey,NaN,11373,9674,7942,6306,4844,3610
17,Colorado,NaN,11708,10596,9310,7952,6617,5374
18,Maryland,NaN,8287,8028,7674,7234,6727,6181
19,Nevada,NaN,5473,4758,4060,3403,2804,2274
20,Tennessee,NaN,20716,14669,10086,6783,4484,2917
21,Hawaii,NaN,1248,746,425,231,121,62
22,Indiana,NaN,13248,9439,6409,4162,2591,1543
23,Kentucky,NaN,17053,13153,9861,7197,5136,3600
24,Minnesota,NaN,15637,14797,13485,11872,10123,8381
25,Oklahoma,NaN,8348,6377,4745,3471,2482,1746
26,Pennsylvania,NaN,32230,30417,27779,24614,21210,17839
27,South Carolina,NaN,16296,11916,8423,5779,3869,2529
28,District of Columbia,NaN,1093,905,716,543,394,275
29,Kansas,NaN,6239,5117,4083,3178,2419,1801
30,Missouri,NaN,12049,10975,9812,8606,7395,6230
31,Vermont,NaN,1392,1331,1233,1104,956,802
32,Virginia,NaN,17426,14132,10967,8163,5841,4029
33,Connecticut,NaN,3169,2720,2273,1849,1469,1137
34,Iowa,NaN,10463,9337,8012,6640,5347,4201
35,Louisiana,NaN,4052,2710,1788,1164,748,474
36,Ohio,NaN,31827,24157,17275,11714,7573,4690
37,Michigan,NaN,26189,26432,25897,24650,22792,20532
38,South Dakota,NaN,1858,1333,905,584,361,214
39,Arkansas,NaN,4783,3539,2549,1795,1235,833
40,Delaware,NaN,2880,2162,1468,970,630,403
41,Mississippi,NaN,3738,2454,1583,1003,627,386
42,New Mexico,NaN,2909,2191,1568,1075,707,448
43,North Dakota,NaN,3431,2930,2361,1811,1339,959
44,Wyoming,NaN,2737,2190,1672,1226,871,606
45,Alaska,NaN,9363,6133,3447,1822,941,479
46,Maine,NaN,4339,4576,4675,4626,4434,4121
47,Alabama,NaN,11890,8435,5748,3780,2394,1469
48,Idaho,NaN,8453,7509,6371,5203,4111,3160
49,Montana,NaN,9543,8815,6950,4749,2877,1578
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,8291,6145,4294,2862,1821,1114
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
