,State,278,283,290,297,304,311,318,325
0,Washington,103500,2661,2531,2405,2282,2163,2048,1939
1,Illinois,383687,24525,25539,26114,26181,25690,24656,23119
2,California,910438,8860,7077,5607,4406,3432,2651,2028
3,Arizona,238964,578,423,308,222,159,113,80
4,Massachusetts,151777,4753,4559,4170,3622,2982,2324,1716
5,Wisconsin,201049,11628,11621,11517,11321,11045,10689,10267
6,Texas,898302,17479,15600,13896,12362,10981,9742,8634
7,Nebraska,64499,6447,6760,6831,6633,6180,5516,4717
8,Utah,106083,3877,3772,3652,3522,3381,3233,3079
9,Oregon,42436,1667,1629,1589,1549,1506,1463,1420
10,Florida,782013,6611,5485,4545,3762,3109,2562,2112
11,New York,496655,8454,7749,6767,5624,4440,3326,2362
12,Rhode Island,31024,1802,1944,2034,2060,2011,1891,1708
13,Georgia,351881,4674,3974,3369,2848,2400,2017,1690
14,New Hampshire,10397,747,798,808,768,684,569,443
15,North Carolina,261742,8944,8548,8147,7743,7341,6941,6549
16,New Jersey,229684,8856,10200,11518,12704,13625,14156,14211
17,Colorado,97277,11573,15611,21280,29045,39164,51288,64023
18,Maryland,140844,2229,1775,1354,989,690,461,295
19,Nevada,96178,1548,1363,1199,1053,925,810,710
20,Tennessee,249866,8378,7821,7272,6735,6222,5723,5247
21,Hawaii,14709,294,237,191,153,123,97,78
22,Indiana,164581,12379,13177,13842,14373,14719,14854,14729
23,Kentucky,97866,6326,6428,6485,6507,6490,6444,6353
24,Minnesota,135372,10958,11518,11855,11895,11636,11076,10252
25,Oklahoma,117399,7590,7505,7356,7154,6904,6612,6286
26,Pennsylvania,201248,9550,9701,9654,9385,8907,8235,7404
27,South Carolina,171501,3530,3181,2858,2562,2294,2052,1834
28,District of Columbia,16812,98,61,36,20,11,5,3
29,Kansas,76979,6527,6395,6214,5985,5721,5425,5109
30,Missouri,173514,10634,10352,10013,9623,9192,8733,8253
31,Vermont,2083,72,67,63,58,55,51,48
32,Virginia,174275,3328,2400,1645,1075,671,401,232
33,Connecticut,68099,3488,3928,4272,4463,4460,4249,3855
34,Iowa,117198,5858,5199,4459,3694,2943,2266,1683
35,Louisiana,180069,1433,1201,1007,843,706,590,494
36,Ohio,200231,8333,8274,8198,8103,7973,7837,7685
37,Michigan,179669,11159,11840,12402,12807,13043,13043,12827
38,South Dakota,39741,5810,5922,5711,5219,4538,3774,3022
39,Arkansas,106727,5033,4817,4582,4333,4077,3816,3551
40,Delaware,24168,1016,1021,1001,958,889,801,699
41,Mississippi,115763,2286,2038,1812,1607,1423,1255,1106
42,New Mexico,42586,1473,1453,1429,1403,1374,1341,1308
43,North Dakota,38241,4691,4302,3708,3017,2328,1712,1207
44,Wyoming,11477,823,863,901,934,962,983,999
45,Alaska,14417,1039,1089,1133,1172,1202,1229,1244
46,Maine,6251,177,148,118,92,70,51,36
47,Alabama,185322,4578,4171,3790,3434,3104,2800,2519
48,Idaho,60041,2254,2124,1995,1864,1735,1610,1490
49,Montana,28501,3139,3235,3278,3268,3200,3085,2930
50,Puerto Rico,63135,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,1348,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,4336,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,22224,1426,1431,1431,1427,1420,1408,1391
54,Northern Mariana Islands,92,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
