,State,782,787,794,801,808,815,822
0,Washington,NaN,1107,510,232,105,46,21
1,Illinois,NaN,552,249,111,49,21,10
2,California,NaN,2457,1090,489,220,99,44
3,Arizona,NaN,181,70,26,10,4,2
4,Massachusetts,NaN,74,27,11,4,2,0
5,Wisconsin,NaN,68,26,10,4,1,1
6,Texas,NaN,859,357,148,60,24,9
7,Nebraska,NaN,225,101,44,19,8,3
8,Utah,NaN,0,0,0,0,0,0
9,Oregon,NaN,1102,584,310,163,85,45
10,Florida,NaN,750,326,142,61,26,11
11,New York,NaN,320,135,57,24,10,4
12,Rhode Island,NaN,4,2,1,0,0,0
13,Georgia,NaN,501,217,93,39,16,7
14,New Hampshire,NaN,287,115,45,18,7,3
15,North Carolina,NaN,331,127,48,18,7,3
16,New Jersey,NaN,137,58,25,10,4,2
17,Colorado,NaN,278,128,58,27,12,5
18,Maryland,NaN,2804,2102,1274,639,281,115
19,Nevada,NaN,91,37,14,6,2,1
20,Tennessee,NaN,0,0,0,0,0,0
21,Hawaii,NaN,82,35,14,6,2,1
22,Indiana,NaN,565,290,149,75,37,18
23,Kentucky,NaN,216,89,37,14,7,2
24,Minnesota,NaN,217,86,35,13,5,3
25,Oklahoma,NaN,69,26,10,4,1,1
26,Pennsylvania,NaN,511,234,105,47,20,9
27,South Carolina,NaN,133,51,19,7,3,1
28,District of Columbia,NaN,6,3,0,1,0,0
29,Kansas,NaN,0,0,0,0,0,0
30,Missouri,NaN,862,413,191,85,35,15
31,Vermont,NaN,42,19,8,4,2,0
32,Virginia,NaN,1688,785,352,154,65,27
33,Connecticut,NaN,120,56,25,11,5,3
34,Iowa,NaN,89,34,13,5,2,1
35,Louisiana,NaN,72,28,11,5,1,1
36,Ohio,NaN,694,325,150,67,29,13
37,Michigan,NaN,1615,824,413,202,97,46
38,South Dakota,NaN,10,3,2,0,1,0
39,Arkansas,NaN,198,88,38,16,7,3
40,Delaware,NaN,7,2,1,0,1,0
41,Mississippi,NaN,176,67,25,10,4,1
42,New Mexico,NaN,160,71,31,13,6,3
43,North Dakota,NaN,16,6,2,1,1,0
44,Wyoming,NaN,0,0,0,0,0,0
45,Alaska,NaN,13,6,2,1,0,0
46,Maine,NaN,1894,885,408,187,85,38
47,Alabama,NaN,547,253,115,53,24,11
48,Idaho,NaN,1283,679,351,177,87,41
49,Montana,NaN,189,85,38,17,7,2
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,134,57,25,10,4,2
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
