,State,488,493,500,507,514,521,528
0,Washington,NaN,6489,5474,4436,3453,2582,1849
1,Illinois,NaN,5514,3115,1618,781,355,154
2,California,NaN,10494,8111,5697,3626,2100,1119
3,Arizona,NaN,4351,3699,2902,2090,1380,835
4,Massachusetts,NaN,3896,2387,1288,625,279,117
5,Wisconsin,NaN,852,432,215,105,51,24
6,Texas,NaN,8871,5955,3732,2192,1212,636
7,Nebraska,NaN,199,96,45,20,8,4
8,Utah,NaN,1471,758,353,158,69,30
9,Oregon,NaN,2232,1381,807,448,236,116
10,Florida,NaN,16235,11667,7894,5054,3062,1760
11,New York,NaN,5951,3577,2021,1075,540,257
12,Rhode Island,NaN,370,209,111,57,27,12
13,Georgia,NaN,4484,3507,2632,1888,1295,848
14,New Hampshire,NaN,386,213,110,54,26,12
15,North Carolina,NaN,6799,5197,3710,2469,1532,888
16,New Jersey,NaN,1199,686,390,222,126,71
17,Colorado,NaN,4457,2886,1755,1005,543,277
18,Maryland,NaN,869,427,200,90,39,17
19,Nevada,NaN,1239,937,702,523,386,284
20,Tennessee,NaN,2503,1733,1144,720,433,249
21,Hawaii,NaN,636,614,576,524,458,383
22,Indiana,NaN,4671,3664,2739,1936,1303,835
23,Kentucky,NaN,700,304,129,55,22,10
24,Minnesota,NaN,4779,3588,2675,1985,1470,1086
25,Oklahoma,NaN,12,5,3,1,0,0
26,Pennsylvania,NaN,4728,2526,1257,590,264,114
27,South Carolina,NaN,1330,658,296,125,50,20
28,District of Columbia,NaN,308,262,222,188,157,131
29,Kansas,NaN,417,177,73,30,12,5
30,Missouri,NaN,4251,4463,4504,4334,3959,3426
31,Vermont,NaN,155,105,68,43,27,16
32,Virginia,NaN,4109,3219,2427,1757,1219,812
33,Connecticut,NaN,969,605,369,219,127,73
34,Iowa,NaN,1519,1350,1192,1040,893,753
35,Louisiana,NaN,2700,2092,1465,927,533,281
36,Ohio,NaN,24280,142009,190664,121181,65515,34136
37,Michigan,NaN,5141,3014,1724,963,529,284
38,South Dakota,NaN,140,65,27,12,4,2
39,Arkansas,NaN,2090,2524,2959,3324,3523,3490
40,Delaware,NaN,586,385,239,142,80,43
41,Mississippi,NaN,1151,1022,884,742,602,473
42,New Mexico,NaN,308,184,106,59,31,16
43,North Dakota,NaN,408,330,267,214,173,139
44,Wyoming,NaN,441,406,364,318,271,225
45,Alaska,NaN,13399,34841,24052,10407,4068,1555
46,Maine,NaN,1127,801,535,337,201,113
47,Alabama,NaN,7488,8843,10145,11168,11693,11544
48,Idaho,NaN,428,293,193,121,73,42
49,Montana,NaN,898,2234,3090,2370,1390,759
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,1591,1255,932,650,426,262
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
