,State,516,521,528,535,542,549,556
0,Washington,NaN,1648,1029,609,345,187,98
1,Illinois,NaN,1006,574,318,172,90,46
2,California,NaN,5650,4894,4198,3551,2963,2435
3,Arizona,NaN,1795,1279,861,546,326,184
4,Massachusetts,NaN,291,156,81,40,18,9
5,Wisconsin,NaN,316,165,82,39,18,8
6,Texas,NaN,6720,5413,4265,3288,2478,1822
7,Nebraska,NaN,74,44,27,15,9,5
8,Utah,NaN,170,78,34,16,6,3
9,Oregon,NaN,921,648,442,292,187,115
10,Florida,NaN,2771,1662,960,537,291,155
11,New York,NaN,1426,895,546,325,188,106
12,Rhode Island,NaN,57,30,15,7,3,2
13,Georgia,NaN,1276,850,541,330,192,107
14,New Hampshire,NaN,85,57,37,25,16,11
15,North Carolina,NaN,1304,860,559,360,229,146
16,New Jersey,NaN,875,474,249,129,65,33
17,Colorado,NaN,2065,1525,1095,762,513,333
18,Maryland,NaN,290,181,113,70,44,26
19,Nevada,NaN,839,606,417,275,174,105
20,Tennessee,NaN,111,47,19,8,3,1
21,Hawaii,NaN,269,226,186,152,124,98
22,Indiana,NaN,1364,932,612,387,236,139
23,Kentucky,NaN,725,322,138,58,25,10
24,Minnesota,NaN,367,203,112,60,32,17
25,Oklahoma,NaN,109,54,26,13,6,3
26,Pennsylvania,NaN,1312,844,537,336,209,128
27,South Carolina,NaN,296,155,78,37,17,7
28,District of Columbia,NaN,44,30,21,14,9,7
29,Kansas,NaN,666,534,409,298,206,135
30,Missouri,NaN,1937,1488,1084,754,504,325
31,Vermont,NaN,20,12,6,3,2,1
32,Virginia,NaN,446,248,131,68,33,16
33,Connecticut,NaN,126,72,40,23,12,6
34,Iowa,NaN,195,116,66,37,19,9
35,Louisiana,NaN,1456,1045,701,439,258,142
36,Ohio,NaN,1306,901,607,402,260,165
37,Michigan,NaN,757,436,247,138,76,42
38,South Dakota,NaN,12,5,3,1,0,0
39,Arkansas,NaN,974,764,560,382,245,146
40,Delaware,NaN,109,63,36,20,10,6
41,Mississippi,NaN,559,401,269,171,101,57
42,New Mexico,NaN,472,343,247,175,124,88
43,North Dakota,NaN,97,62,39,22,13,8
44,Wyoming,NaN,509,461,407,352,300,254
45,Alaska,NaN,112,77,52,35,22,15
46,Maine,NaN,101,52,26,13,6,3
47,Alabama,NaN,278,120,49,20,8,3
48,Idaho,NaN,569,498,432,371,317,267
49,Montana,NaN,277,156,84,44,24,12
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,472,305,187,108,59,31
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
