,State,586,591,598,605,612,619,626
0,Washington,NaN,32895,37112,38812,37443,33278,27293
1,Illinois,NaN,16333,10506,5863,2921,1338,576
2,California,NaN,88005,72078,53830,36845,23255,13641
3,Arizona,NaN,20758,18182,14544,10690,7199,4483
4,Massachusetts,NaN,6959,4491,2489,1226,553,234
5,Wisconsin,NaN,7064,4009,1981,898,388,164
6,Texas,NaN,138424,137606,128951,114473,96768,78622
7,Nebraska,NaN,5808,6289,6228,5631,4653,3526
8,Utah,NaN,8257,7972,7263,6241,5062,3885
9,Oregon,NaN,19754,18482,14958,10548,6553,3636
10,Florida,NaN,128336,101444,74974,52406,35031,22489
11,New York,NaN,23401,15372,8700,4362,1997,858
12,Rhode Island,NaN,1876,1455,986,594,323,160
13,Georgia,NaN,60748,56224,49107,40914,32759,25375
14,New Hampshire,NaN,2100,1862,1423,949,563,303
15,North Carolina,NaN,37155,28287,18703,10940,5758,2778
16,New Jersey,NaN,17770,17856,16200,13253,9793,6560
17,Colorado,NaN,12786,13345,12942,11560,9518,7214
18,Maryland,NaN,5206,3186,1664,779,343,145
19,Nevada,NaN,4471,3080,1942,1127,605,306
20,Tennessee,NaN,50348,50676,46511,39381,31195,23417
21,Hawaii,NaN,4836,4032,3194,2460,1867,1405
22,Indiana,NaN,33578,36488,35339,30593,23892,16892
23,Kentucky,NaN,26475,21457,14837,8937,4792,2338
24,Minnesota,NaN,7104,4851,2841,1471,696,310
25,Oklahoma,NaN,16522,14725,12325,9793,7441,5440
26,Pennsylvania,NaN,13307,8505,4801,2517,1269,628
27,South Carolina,NaN,32876,31255,27494,22661,17707,13201
28,District of Columbia,NaN,1708,2026,2331,2591,2776,2860
29,Kansas,NaN,3293,2134,1256,680,343,163
30,Missouri,NaN,19742,18526,16871,14960,12954,10976
31,Vermont,NaN,995,866,644,415,235,119
32,Virginia,NaN,20266,17953,13948,9506,5772,3160
33,Connecticut,NaN,3065,2292,1678,1218,882,639
34,Iowa,NaN,9388,9435,8410,6715,4833,3186
35,Louisiana,NaN,29403,22816,16784,11796,8043,5348
36,Ohio,NaN,25416,20548,14560,9423,5749,3390
37,Michigan,NaN,42297,56952,67477,69470,62257,49184
38,South Dakota,NaN,3703,4593,4919,4585,3795,2853
39,Arkansas,NaN,13424,10774,8063,5665,3753,2347
40,Delaware,NaN,1023,867,721,588,471,371
41,Mississippi,NaN,25161,22648,18938,14915,11206,8101
42,New Mexico,NaN,4720,3419,2142,1181,586,268
43,North Dakota,NaN,2993,3928,4551,4606,4091,3239
44,Wyoming,NaN,2967,2666,2178,1675,1242,904
45,Alaska,NaN,4155,3796,3153,2405,1711,1143
46,Maine,NaN,1128,794,476,251,120,54
47,Alabama,NaN,18523,12476,7503,4105,2087,1003
48,Idaho,NaN,6337,6385,5852,4876,3698,2576
49,Montana,NaN,4444,5296,5769,5707,5140,4243
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,11906,14866,15939,14673,11774,8404
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
